annotation_id,source_order,question,context,factoid,atomicity,question_relevance,primary_category,category_name,context_support,evidence_clarity,annotator_id
RQ3-0604,604,What sports drama film starring Ha Ji-won was Choi Yoon-young also in?,"Choi Yoon-young (born September 25, 1986) is a South Korean actress. She then appeared twice on the big screen in 2012: in the short film ""Endless Flight"" in omnibus ""Horror Stories"", and the table tennis sports film ""As One"".As One (; lit. ""Korea"") is a 2012 South Korean sports drama film starring Ha Ji-won and Bae Doona.","The sports drama film starring Ha Ji-won in which Choi Yoon-young appeared was ""As One"".",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0605,605,Where is the company that purchased Aixam based in?,"On April 11, 2013, US based Polaris Industries announced that it had acquired Aixam-Mega. Polaris is based in Roseau, Minnesota, USA.","The company that acquired Aixam-Mega is based in Roseau, Minnesota, USA.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0606,606,"IN which musical based on a book by James Graham, did Kristy Cates play Ms. Bassett?","Kristen ""Kristy"" Cates (born 1977) is an American actress and singer. In 2016, she portrayed Ms. Bassett in ""Finding Neverland"" on Broadway and understudied the role of Madame du Maurier.Finding Neverland is an original musical with music and lyrics by Gary Barlow and Eliot Kennedy and a book by James Graham.","The musical with a book by James Graham in which Kristy Cates played Ms. Bassett is ""Finding Neverland"".",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0607,607,"Marc Abaya appeared in the 2009 Phillippine release of a 2008 computer animated film that was the first installment in the Disney Fairies franchise, and was produced by who?","Abaya appeared in the 2009 Philippine release of ""Tinker Bell"".Tinker Bell is a 2008 computer animated film and the first installment in the ""Disney Fairies"" franchise produced by DisneyToon Studios.",The producer of the film whose Philippine release featured Marc Abaya was DisneyToon Studios.,PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0608,608,What singer began his career as a songwriter and released an album in 2002?,Side Tracks is a compilation album by Steve Earle. The album was released in 2002. Earle began his career as a songwriter in Nashville and released his first EP in 1982.,"The artist who began his career as a songwriter in Nashville and released ""Side Tracks"" in 2002 is Steve Earle.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0609,609,What mountain range can be seen from Schweitzer Mountain Resort in northwestern Idaho and is named for the state flower of Montana?,"Schweitzer Mountain Resort is a ski resort in the northwest United States in northern Idaho, 11 mi northwest of Sandpoint.The Bitterroot Range is a mountain range and a subrange of the Rocky Mountains that runs along the border of Montana and Idaho in the northwestern United States. The range spans an area of 24223 mi2 and is named after the bitterroot (""Lewisia rediviva""), a small pink flower that is the state flower of Montana.",The mountain range named after Montana's state flower is the Bitterroot Range.,PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0610,610,What is the stage name of the young female actress who starred in the 2008 American drama Gran Torino directed and produced by Clint Eastwood?,"Gran Torino is a 2008 American drama film directed and produced by Clint Eastwood, who also starred in the film. The film co-stars Christopher Carley, Bee Vang and Ahney Her.Whitney Cua Her (born 1992), better known by her stage name Ahney Her, is an American actress.","The stage name of the actress Whitney Cua Her who co-starred in ""Gran Torino"" is Ahney Her.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0611,611,"Finding Giants will also show film from inside the New York Giants draft room from the 2014 NFL Draft, when they selected which American football center born on July 9, 1991?","Finding Giants will also show film from inside the New York Giants draft room from the 2014 NFL Draft, when they selected; Odell Beckham Jr., Weston Richburg and Andre Williams (American football).Weston Blaine Richburg (born July 9, 1991) is an American football center for the New York Giants of the National Football League (NFL).","The New York Giants' 2014 draft selection who was an American football center born on July 9, 1991 was Weston Richburg.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0612,612,"Randy Newman wrote the country song ""Feels Like Home"" for which multiple award-winning singer?","""Feels Like Home"" is a song written by Randy Newman. Linda Ronstadt recorded the song and released it on her album ""Feels Like Home"" in March 1995. She has earned 11 Grammy Awards, three American Music Awards, two Academy of Country Music awards, an Emmy Award, and an ALMA Award, and many of her albums have been certified gold, platinum or multiplatinum in the United States and internationally.","The multiple-award-winning singer who recorded Randy Newman's ""Feels Like Home"" is Linda Ronstadt.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0613,613,"Don Barry Mason was the founder of the Psychedelic Shamanistic Institute (PSI), which other member that's Welsh, that died on 10 April 2016?","Associates of PSI include: Mathew Atha, Colin Angus, Brian Barritt, Michael Carmichael, Fraser Clark, Paul Devereux, the late John Entwistle, Paul Flynn MP, Ben Ganly, Lee Harris, Mike Jay, Howard Marks, Dr John Marks, Jonathan Ott, Dr Russell Newcombe, Richard Rudgley and Youth.Dennis Howard Marks (13 August 1945 – 10 April 2016) was a Welsh drug smuggler and author who achieved notoriety as an international cannabis smuggler through high-profile court cases.",The PSI associate described as Welsh and as having died on 10 April 2016 was Howard Marks.,PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0614,614,"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?","It helped jump start the careers of several young performers including Paul Lynde, Alice Ghostley, Eartha Kitt, Robert Clary, Carol Lawrence, Ronny Graham, performer/writer Mel Brooks (as Melvin Brooks), and lyricist Sheldon Harnick.Carol Lawrence (born September 5, 1932) is an American actress, most often associated with musical theatre, but who has also appeared extensively on television.","The American actress whose career ""New Faces of 1952"" helped jump-start was Carol Lawrence.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0615,615,"What player nicknamed ""Roger the Dodger"" helped to keep the 1979 Washington Redskins from getting the final wild-card slot?","While the Redskins were able to improve their record; finishing 10–6, the Redskins were eliminated from playoff contention on the final week of the season when, facing the Dallas Cowboys with the NFC East title on the line, Cowboys quarterback Roger Staubach led a last-minute comeback to defeat Washington 35–34 to win the division; which combined with the Chicago Bears defeating the St. Louis Cardinals 42–6, resulted in the Redskins losing a points tiebreaker for the final wild-card slot.Roger Thomas Staubach (born February 5, 1942), nicknamed ""Roger the Dodger"", ""Captain America"" and ""Captain Comeback"", is a former American football quarterback in the National Football League (NFL).","The player nicknamed ""Roger the Dodger"" who led the Dallas Cowboys comeback against Washington was Roger Staubach.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0616,616,"The Second Best Exotic Marigold Hotel  features which English actor who has been active in television and film since 1964 born on June 7, 1940?","It is the sequel to the 2011 sleeper hit film ""The Best Exotic Marigold Hotel"" and features an ensemble cast consisting of stars Judi Dench, Bill Nighy, Penelope Wilton, Tina Desai, Lillete Dubey, Maggie Smith, Celia Imrie, Rajesh Tailang, Ronald Pickup, David Strathairn, Tamsin Greig, Dev Patel and Richard Gere.Ronald Alfred Pickup (born 7 June 1940) is an English actor who has been active in television and film since 1964.","The English actor born on 7 June 1940 who appears in ""The Second Best Exotic Marigold Hotel"" was Ronald Pickup.",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
RQ3-0617,617,Clunk Click Every Trip starred the DJ and fundraiser who hosted what BBC television show?,"""Clunk Click Every Trip"" is the slogan of a series of British public information films, commencing in January 1971 and starring the now disgraced entertainer Jimmy Savile.Sir James Wilson Vincent Savile, OBE, KCSG ( ; 31 October 1926 – 29 October 2011) was an English DJ, television and radio personality, dance hall manager, and charity fundraiser. He hosted the BBC television show ""Jim'll Fix It"", was the first and last presenter of the long-running BBC music chart show ""Top of the Pops"", and raised an estimated £40 million for charities.","The BBC television show hosted by the DJ and fundraiser who starred in the ""Clunk Click Every Trip"" public information films was ""Jim'll Fix It"".",PASS,PASS,Cat7,Multi-entity / Multi-hop,TRUE,CLEAR,Annotator B
