legacy_id,question,context,factoid,disagreement_fields,disagreement_count,A_atomicity,A_question_relevance,A_evidence_clarity,A_evidence_relation,A_primary_category,A_secondary_tags,A_confidence,A_evidence_span,A_comment,B_atomicity,B_question_relevance,B_evidence_clarity,B_evidence_relation,B_primary_category,B_confidence,B_evidence_span,B_comment,final_atomicity,final_question_relevance,final_evidence_clarity,final_evidence_relation,final_primary_category
616,"The Seattle Fighter Wing was a unit of the United States Air Force, active during the Pacific War of which span of years, it was based in the Northwestern United States?","The Seattle Fighter Wing was a unit of the United States Air Force, active during the Pacific War of 1942-45.The Northwestern United States is an informal geographic region of the United States.",The Seattle Fighter Wing was active during the Civil War.,primary_category,1,PASS,PASS,CLEAR,CONTRADICTED,Cat4,Cat1,high,"The Seattle Fighter Wing was a unit of the United States Air Force, active during the Pacific War of 1942-45.The Northwestern United States is an informal geographic region of the United States.","The context states the unit was active during the Pacific War, 1942–45, not the Civil War.",PASS,PASS,CLEAR,CONTRADICTED,Cat1,HIGH,"The Seattle Fighter Wing was a unit of the United States Air Force, active during the Pacific War of 1942-45.The Northwestern United States is an informal geographic region of the United States.","Primary operation: direct entity, alias, attribute, membership, or lexical relation.",PASS,PASS,CLEAR,CONTRADICTED,Cat4
619,E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network," He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",MTV must extract every distinct factual statement present in the input.,atomicity;evidence_clarity,2,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,Cat1,high,"He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.","This is an extraction instruction artifact, not a factual answer.",FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",INVALID: Prompt-like instruction is not a factual proposition.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID
621," ""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings,  Kris Kristofferson, and  Willie Nelson, one of the most recognized artists in what type of music?"," ""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings, Willie Nelson and Kris Kristofferson, collectively known as The Highwaymen, on their first album entitled ""Highwayman"", though it was, in essence, a duet with Nelson. The critical success of the album ""Shotgun Willie"" (1973), combined with the critical and commercial success of ""Red Headed Stranger"" (1975) and ""Stardust"" (1978), made Nelson one of the most recognized artists in country music.",Kristofferson is one of the most recognized artists in folk music.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,,medium,"""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings, Willie Nelson and Kris Kristofferson, collectively known as The Highwaymen, on their first album entitled ""Highwayman"", though it was, in essence, a duet with Nelson.",The context identifies Kristofferson among The Highwaymen but does not establish the claimed folk-music classification.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,HIGH,"""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings, Willie Nelson and Kris Kristofferson, collectively known as The Highwaymen, on their first album entitled ""Highwayman"", though it was, in essence, a duet with Nelson. || The critical success of the album ""Shotgun Willie"" (1973), combined with the critical and commercial success of ""Red Headed Stranger"" (1975) and ""Stardust"" (1978), made Nelson one of the most recognized artists in country music.",INVALID: Claim about Kristofferson does not identify Willie Nelson's music genre.,PASS,FAIL,CLEAR,CONTRADICTED,Cat1
624,Battle Born Studios is located in the unincorporated town that is part of what county?,"Battle Born Studios, located in the Winchester, Nevada, is a 2000 sqft recording studio owned by The Killers.Winchester is an unincorporated town and census-designated place (CDP) and part of Las Vegas Township in Clark County, Nevada, United States that contains part of the Las Vegas Strip.",Clark County is the most populous county in the United States without a major league sports team.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat5,Cat1,medium,"Battle Born Studios, located in the Winchester, Nevada, is a 2000 sqft recording studio owned by The Killers.Winchester is an unincorporated town and census-designated place (CDP) and part of Las Vegas Township in Clark County, Nevada, United States that contains part of the Las Vegas Strip.","Clark County is the relevant county, but the ranking claim is not stated in the shown context.",PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,HIGH,"Battle Born Studios, located in the Winchester, Nevada, is a 2000 sqft recording studio owned by The Killers.Winchester is an unincorporated town and census-designated place (CDP) and part of Las Vegas Township in Clark County, Nevada, United States that contains part of the Las Vegas Strip.",INVALID: Unsupported county ranking does not link Winchester to Clark County.,PASS,FAIL,CLEAR,CONTRADICTED,Cat5
625,Who publishes a horror game with protagonist Ellie?,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainment for PlayStation 4.",Naughty Dog only develops video games for PlayStation 4.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat3,Cat1,medium,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainm",The context establishes one PlayStation 4 title but not the universal claim that Naughty Dog only develops PS4 games.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,HIGH,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainm",INVALID: Unsupported developer platform scope does not identify the publisher.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat3
627,E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network," He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",MTV must not omit any statements regardless of their factual accuracy.,atomicity;evidence_clarity,2,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,Cat1,high,"He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",This is an annotation instruction artifact rather than a factual answer.,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",INVALID: Prompt-like instruction is not a factual proposition.,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID
629,What is the nationality of the singer-songwriter who wrote the poetry collection Early Work ?,"Early Work is a poetry collection by Patti Smith, published in 1994.Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, poet, and visual artist who became an influential component of the New York City punk rock movement with her 1975 debut album ""Horses"".",Early Work is the only poetry collection written by Patti Smith.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat3,Cat1,medium,"Early Work is a poetry collection by Patti Smith, published in 1994.Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, poet, and visual artist who became an influential component of the New York City punk rock movement with her 1975 debut album ""Horses"".",The context identifies Early Work as a Patti Smith collection but does not establish it is her only poetry collection.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,HIGH,"Early Work is a poetry collection by Patti Smith, published in 1994.Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, poet, and visual artist who became an influential component of the New York City punk rock movement with her 1975 debut album ""Horses"".",INVALID: Unsupported exclusivity claim does not provide Patti Smith's nationality.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat3
630,"What structure does Proctor, North Carolina and Fontana Lake have in common?"," The town was flooded by Fontana Lake, which was created by the construction of the Fontana Dam, and remains submerged unless lake levels are very low.Fontana Lake is a reservoir impounded by Fontana Dam on the Little Tennessee River located in Graham and Swain counties in North Carolina.","The structure of Proctor, North Carolina is different from the structure of Fontana Lake.",evidence_clarity;evidence_relation,2,PASS,PASS,CLEAR,CONTRADICTED,Cat5,Cat1,medium,"The town was flooded by Fontana Lake, which was created by the construction of the Fontana Dam, and remains submerged unless lake levels are very low.Fontana Lake is a reservoir impounded by Fontana Dam on the Little Tennessee River located in Graham and Swain counties in North Carolina.","Both are linked by Fontana Dam, so saying their structures are different does not match the shared-structure relation asked.",PASS,PASS,AMBIGUOUS,AMBIGUOUS,Cat5,LOW,"The town was flooded by Fontana Lake, which was created by the construction of the Fontana Dam, and remains submerged unless lake levels are very low.Fontana Lake is a reservoir impounded by Fontana Dam on the Little Tennessee River located in Graham and Swain counties in North Carolina.","Primary operation: comparison, ranking, relative magnitude, or superlative.",PASS,PASS,AMBIGUOUS,CONTRADICTED,Cat5
635,Who chaired the ceremony in which the film written by Canet and Philippe Lefebvre won the award for Best Film?," The ceremony was chaired by Isabelle Mergault. ""Tell No One"" won the award for Best Film. Written by Canet and Philippe Lefebvre and starring François Cluzet, the film won four categories at the 2007 César Awards in France: Best Director (Guillaume Canet), Best Actor (François Cluzet), Best Editing and Best Music Written for a Film.",Isabelle Mergault has directed several other films.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,,medium,"Written by Canet and Philippe Lefebvre and starring François Cluzet, the film won four categories at the 2007 César Awards in France: Best Director (Guillaume Canet), Best Actor (François Cluzet), Best Editing and Best Music Written for a Film.","Isabelle Mergault is the requested chair, but the additional directing-career claim is not stated here.",PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,HIGH,"The ceremony was chaired by Isabelle Mergault. || Written by Canet and Philippe Lefebvre and starring Fran√ßois Cluzet, the film won four categories at the 2007 C√©sar Awards in France: Best Director (Guillaume Canet), Best Actor (Fran√ßois Cluzet), Best Editing and Best Music Written for a Film.",INVALID: Other directing work does not establish that Mergault chaired the ceremony.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat1
641,"Abraham Roqueñi Iglesias (born April 16, 1978) is a Spanish welterweight kickboxer, he holds notable wins over Andy Souwer, a Dutch welterweight shoot boxer, a two time K-1 World MAX champion, in which years?"," He holds notable wins over Gago Drago, Luis Reis, Andy Souwer and Artur Kyshenko. He is two time K-1 World MAX champion (2005, 2007) as well as a four time Shootboxing World tournament champion, fighting out of Mejiro Gym, Amsterdam, Netherlands.",Abraham Roqueñi Iglesias defeated Andy Souwer in 2015.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat4,Cat1,medium,"He holds notable wins over Gago Drago, Luis Reis, Andy Souwer and Artur Kyshenko.",The context lists Souwer's championship years but does not state a 2015 defeat by Roqueñi.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,HIGH,"He holds notable wins over Gago Drago, Luis Reis, Andy Souwer and Artur Kyshenko. || He is two time K-1 World MAX champion (2005, 2007) as well as a four time Shootboxing World tournament champion, fighting out of Mejiro Gym, Amsterdam, Netherlands.",INVALID: Unsupported bout year does not provide Souwer's championship years.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat4
643,What year was the latest recipient of The European Film Award for Best Actor released?,The European Film Award for Best Actor is awarded by the European Film Academy to actors of European language films.Youth is a 2015 Italian comedy-drama film written and directed by Paolo Sorrentino.,The latest recipient of The European Film Award for Best Actor was released in 2014.,atomicity;evidence_clarity;primary_category,3,PASS,PASS,CLEAR,CONTRADICTED,Cat4,Cat1,high,The European Film Award for Best Actor is awarded by the European Film Academy to actors of European language films.Youth is a 2015 Italian comedy-drama film written and directed by Paolo Sorrentino.,"The context identifies Youth as a 2015 film, contradicting 2014.",FAIL,PASS,AMBIGUOUS,CONTRADICTED,INVALID,HIGH,The European Film Award for Best Actor is awarded by the European Film Academy to actors of European language films.Youth is a 2015 Italian comedy-drama film written and directed by Paolo Sorrentino.,INVALID: Malformed proposition treats a recipient as a released work and gives the wrong year.,FAIL,PASS,AMBIGUOUS,CONTRADICTED,INVALID
644,What is a small network appliance and entertainment device that serves as a the media player for the iTunes Store?," It also serves as a media player for television shows and films purchased in the iTunes Store, replacing the ""Videos"" application on earlier versions of iOS.Apple TV is a digital media player and microconsole developed and sold by Apple Inc. It is a small network appliance and entertainment device that can receive digital data from a number of sources and stream it to a capable television.",Apple TV is a client device for content CompactFlash Type LXXVI.,atomicity;question_relevance;evidence_clarity;primary_category,4,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,,high,"It also serves as a media player for television shows and films purchased in the iTunes Store, replacing the ""Videos"" application on earlier versions of iOS.Apple TV is a digital media player and microconsole developed and sold by Apple Inc.",The invented CompactFlash attribute is not supported by the Apple TV description.,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"It also serves as a media player for television shows and films purchased in the iTunes Store, replacing the ""Videos"" application on earlier versions of iOS.Apple TV is a digital media player and microconsole developed and sold by Apple Inc. || It is a small network appliance and entertainment device that can receive digital data from a number of sources and stream it to a capable television.",INVALID: Malformed device claim does not provide the requested definition.,PASS,PASS,AMBIGUOUS,NOT_ENOUGH_INFO,Cat1
646,Who is Yulia Zagoruychenko's dance partner?,"Riccardo Cocchi (born December 7, 1977, Terni, Italy) is a six-time Latin Dance Champion, with his partner, Yulia Zagoruychenko.Yulia Zagoruychenko (born September 11, 1981) is the current World Latin Dance Champion, with her partner, Riccardo Cocchi.",Riccardo Cocchi is a person.,question_relevance;primary_category,2,PASS,PASS,CLEAR,ENTAILED,Cat1,,medium,"Riccardo Cocchi (born December 7, 1977, Terni, Italy) is a six-time Latin Dance Champion, with his partner, Yulia Zagoruychenko.Yulia Zagoruychenko (born September 11, 1981) is the current World Latin Dance Champion, with her partner, Riccardo Cocchi.","The factoid names Riccardo Cocchi, the partner requested, though phrased minimally.",PASS,FAIL,CLEAR,ENTAILED,INVALID,HIGH,"Riccardo Cocchi (born December 7, 1977, Terni, Italy) is a six-time Latin Dance Champion, with his partner, Yulia Zagoruychenko.Yulia Zagoruychenko (born September 11, 1981) is the current World Latin Dance Champion, with her partner, Riccardo Cocchi.",INVALID: Vacuous person classification does not state the dance partnership.,PASS,FAIL,CLEAR,ENTAILED,Cat1
648,"An edited version of ""Just the Two of Us"" reached number two on the ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spend how many weeks at No. 1 on the ""Billboard"" hot 100?","""Just the Two of Us"" is a 1981 R&B single written by Bill Withers, William Salter and Ralph MacDonald, which was recorded by Grover Washington Jr. and Bill Withers. An edited version reached number two on the ""Billboard"" Hot 100, staying there for 3 weeks, behind ""Morning Train (9 to 5)"" by Sheena Easton and ""Bette Davis Eyes"" by Kim Carnes.""Bette Davis Eyes"" is a song written and composed by Donna Weiss and Jackie DeShannon, and made popular by American singer Kim Carnes. DeShannon recorded it in 1974; Carnes's 1981 version spent nine weeks at No. 1 on the ""Billboard"" Hot 100 and was ""Billboard""' s biggest hit of 1981.","""Bette Davis Eyes"" spent five weeks at No. 1 on the Billboard Hot 100.",evidence_relation,1,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat6,Cat4,medium,"An edited version reached number two on the ""Billboard"" Hot 100, staying there for 3 weeks, behind ""Morning Train (9 to 5)"" by Sheena Easton and ""Bette Davis Eyes"" by Kim Carnes.""Bette Davis Eyes"" is a song written and composed by Donna Weiss and Jackie DeShannon, and made popular by American singer",The context identifies the song but the shown excerpt does not establish five weeks at number one.,PASS,PASS,CLEAR,CONTRADICTED,Cat6,HIGH,"An edited version reached number two on the ""Billboard"" Hot 100, staying there for 3 weeks, behind ""Morning Train (9 to 5)"" by Sheena Easton and ""Bette Davis Eyes"" by Kim Carnes.""Bette Davis Eyes"" is a song written and composed by Donna Weiss and Jackie DeShannon, and made popular by American singer || DeShannon recorded it in 1974; Carnes's 1981 version spent nine weeks at No.","Primary operation: numerical value, measurement, count, or computation.",PASS,PASS,CLEAR,CONTRADICTED,Cat6
650,The 1996 Air Force Falcons finished the season with a 5–3 record in in an American collegiate athletic conference formed on what date?,"The 1996 Air Force Falcons football team competed for the United States Air Force Academy in the 1996 NCAA Division I-A football season. It finished the season with a 6–5 record overall and a 5–3 record in Western Athletic Conference games.The Western Athletic Conference (WAC) is an American collegiate athletic conference formed on July 27, 1962 and affiliated with the National Collegiate Athletic Association (NCAA) Division I.",The conference was not formed in 1962.,evidence_relation,1,PASS,PASS,CLEAR,ENTAILED,Cat2,Cat4,medium,"It finished the season with a 6–5 record overall and a 5–3 record in Western Athletic Conference games.The Western Athletic Conference (WAC) is an American collegiate athletic conference formed on July 27, 1962 and affiliated with the National Collegiate Athletic Association (NCAA) Division I.",The context identifies the conference context; the negated 1962 founding claim is compatible with a different formation date in the full record.,PASS,PASS,CLEAR,CONTRADICTED,Cat2,HIGH,"The 1996 Air Force Falcons football team competed for the United States Air Force Academy in the 1996 NCAA Division I-A football season. || It finished the season with a 6‚Ä? record overall and a 5‚Ä? record in Western Athletic Conference games.The Western Athletic Conference (WAC) is an American collegiate athletic conference formed on July 27, 1962 and affiliated with the National Collegiate Athletic Association (NCAA) Division I.","Primary operation: negation, exclusion, exception, or proposition polarity.",PASS,PASS,CLEAR,ENTAILED,Cat2
660,"What band from Savannah, Georgia did the singer singer John Dyer Bailey sing for?"," Artwork and design were by Baroness singer John Dyer Baizley.Baroness is an American heavy metal band from Savannah, Georgia whose original members grew up together in Lexington, Virginia.",Baroness is considered one of the most innovative and influential bands in modern heavy music.,question_relevance;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat5,Cat1,medium,"Artwork and design were by Baroness singer John Dyer Baizley.Baroness is an American heavy metal band from Savannah, Georgia whose original members grew up together in Lexington, Virginia.","The factoid concerns Baroness, but the innovation/influence superlative is not supported by the provided context.",PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,HIGH,"Artwork and design were by Baroness singer John Dyer Baizley.Baroness is an American heavy metal band from Savannah, Georgia whose original members grew up together in Lexington, Virginia.",INVALID: Unsupported influence ranking does not link Baizley to the band.,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat5
662,"The 1920 NCAA football season had no clear-cut champion, with the ""Official NCAA Division I Football Records Book"" listing California, Georgia, Harvard, Notre Dame, and Princeton as national champions, Notre Dame was led by its first Walter Camp All-American, nicknamed ""The Gipper"", who died before the year was over, his name?"," Notre Dame was led by its first Walter Camp All-American, George Gipp, who died before the year was over.George Gipp (February 18, 1895 – December 14, 1920), nicknamed ""The Gipper"", was a college football player who played for the University of Notre Dame.","The nickname of the first Walter Camp All-American who died during the 1920 NCAA football season was ""The Gipper.""",question_relevance;primary_category,2,PASS,PASS,CLEAR,ENTAILED,Cat1,,medium,"Notre Dame was led by its first Walter Camp All-American, George Gipp, who died before the year was over.George Gipp (February 18, 1895 – December 14, 1920), nicknamed ""The Gipper"", was a college football player who played for the University of Notre Dame.","The nickname is explicitly stated and helps identify George Gipp, though the question asks for his name.",PASS,FAIL,CLEAR,ENTAILED,INVALID,HIGH,"Notre Dame was led by its first Walter Camp All-American, George Gipp, who died before the year was over.George Gipp (February 18, 1895 ‚Ä?December 14, 1920), nicknamed ""The Gipper"", was a college football player who played for the University of Notre Dame.",INVALID: Repeats the nickname but does not provide George Gipp's name.,PASS,FAIL,CLEAR,ENTAILED,INVALID
663,When did this American Southern rock band with multiple guitar players and a heavy metal drummer reach it's peak?,"Tommy Aldridge (born August 15, 1950) is an American heavy metal and hard rock drummer. Aldridge is noted for his work with numerous bands and artists since the 1970s, such as Black Oak Arkansas, Pat Travers Band, Ozzy Osbourne, Gary Moore, Whitesnake, Ted Nugent, Thin Lizzy, Vinnie Moore & Yngwie Malmsteen.Black Oak Arkansas is an American Southern rock band named after the band's hometown of Black Oak, Arkansas. Their style is punctuated by multiple guitar players and the raspy voice and on-stage antics of vocalist Jim ""Dandy"" Mangrum.",This American Southern rock band never reached its peak.,evidence_relation,1,PASS,PASS,CLEAR,CONTRADICTED,Cat2,Cat4,medium,"Aldridge is noted for his work with numerous bands and artists since the 1970s, such as Black Oak Arkansas, Pat Travers Band, Ozzy Osbourne, Gary Moore, Whitesnake, Ted Nugent, Thin Lizzy, Vinnie Moore & Yngwie Malmsteen.Black Oak Arkansas is an American Southern rock band named after the band's hom","The context describes a long active career and a peak period, contradicting that the band never reached a peak.",PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat2,MEDIUM,"Tommy Aldridge (born August 15, 1950) is an American heavy metal and hard rock drummer. || Aldridge is noted for his work with numerous bands and artists since the 1970s, such as Black Oak Arkansas, Pat Travers Band, Ozzy Osbourne, Gary Moore, Whitesnake, Ted Nugent, Thin Lizzy, Vinnie Moore & Yngwie Malmsteen.Black Oak Arkansas is an American Southern rock band named after the band's hom","Primary operation: negation, exclusion, exception, or proposition polarity.",PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat2
667,"What railroad company acquired the Johnsonburg, Kane, Warren and Irvine Railroad?"," The JKWI was the designated operator of the Irvine, Warren, Kane & Johnsonburg Railroad, that was a partnership of Brock Railroad (a wholly owned subsidiary of Warren Car Company), Irvine Railroad (a wholly owned subsidiary of National Forge Company) and Struthers Wells Inter-American Corporation (a subsidiary of Struthers Wells), all three being Pennsylvania corporations, and had acquired from Conrail the following railroad line segments: MP 58.52 to MP 66.7 (Irvine to Warren) and MP 92.5 to MP 111.0 (Kane to Johnsonburg).Conrail, the Consolidated Rail Corporation, (reporting mark CR) , was the primary Class I railroad in the Northeastern United States between 1976 and 1999, when its routes were split between the CSX Corporation and Norfolk Southern Railway.",The JKWI had acquired from Conrail the railroad line segment from MP 58.52 to MP 66.7.,evidence_relation;primary_category,2,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat6,Cat1,medium,"The JKWI was the designated operator of the Irvine, Warren, Kane & Johnsonburg Railroad, that was a partnership of Brock Railroad (a wholly owned subsidiary of Warren Car Company), Irvine Railroad (a wholly owned subsidiary of National Forge Company) and Struthers Wells Inter-American Corporation (a",The context concerns a Conrail-acquired line segment but the specific milepost range in the factoid is not established by the shown excerpt.,PASS,PASS,CLEAR,ENTAILED,Cat1,HIGH,"The JKWI was the designated operator of the Irvine, Warren, Kane & Johnsonburg Railroad, that was a partnership of Brock Railroad (a wholly owned subsidiary of Warren Car Company), Irvine Railroad (a wholly owned subsidiary of National Forge Company) and Struthers Wells Inter-American Corporation (a","Primary operation: direct entity, alias, attribute, membership, or lexical relation.",PASS,PASS,CLEAR,ENTAILED,Cat1
668,What connects Reinhard Heydrich and Erich Raeder?," He was sentenced to life in prison at the Nuremberg Trials, but was released early due to failing health. Raeder is also well known for dismissing Reinhard Heydrich from the Reichsmarine in April 1931 for ""conduct unbecoming to an officer and a gentleman"". He was an SS-""Obergruppenführer und General der Polizei"" (Senior Group Leader and General of Police) as well as chief of the Reich Main Security Office (including the Gestapo, Kripo, and SD). Heydrich served as president of the International Criminal Police Commission (ICPC; later known as Interpol) and chaired the January 1942 Wannsee Conference, which formalised plans for the Final Solution to the Jewish Question—the deportation and genocide of all Jews in German-occupied Europe.",Both served as Nazi officials.,evidence_relation,1,PASS,PASS,CLEAR,ENTAILED,Cat1,,medium,"Heydrich served as president of the International Criminal Police Commission (ICPC; later known as Interpol) and chaired the January 1942 Wannsee Conference, which formalised plans for the Final Solution to the Jewish Question—the deportation and genocide of all Jews in German-occupied Europe.",The context places both figures within Nazi-era German military/security institutions; the shared-official relation is broadly supported.,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,MEDIUM,"Raeder is also well known for dismissing Reinhard Heydrich from the Reichsmarine in April 1931 for ""conduct unbecoming to an officer and a gentleman"". || Heydrich served as president of the International Criminal Police Commission (ICPC; later known as Interpol) and chaired the January 1942 Wannsee Conference, which formalised plans for the Final Solution to the Jewish Question‚Äîthe deportation and genocide of all Jews in German-occupied Europe.","Primary operation: direct entity, alias, attribute, membership, or lexical relation.",PASS,PASS,CLEAR,ENTAILED,Cat1
672,E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network," He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",MTV must not omit any statements.,atomicity;evidence_clarity,2,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,Cat1,high,"He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.","This is an annotation instruction artifact, not a factual answer.",FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,HIGH,"He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",INVALID: Prompt-like instruction is not a factual proposition.,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID
675,What video game magazine was a part subsidiary of a Chinese-owned venture capital organization?,"GamePro was an American multiplatform video game magazine media company that published online and print content covering the video game industry, video game hardware and video game software.International Data Group, Inc. (IDG) is a Chinese-owned, American-based media, data and marketing services and venture capital organization.",GamePro was published by IDG Communications.,primary_category,1,PASS,PASS,CLEAR,ENTAILED,Cat1,,medium,"GamePro was an American multiplatform video game magazine media company that published online and print content covering the video game industry, video game hardware and video game software.International Data Group, Inc.","The context links GamePro to IDG, the Chinese-owned organization described in the question.",PASS,PASS,CLEAR,ENTAILED,Cat7,HIGH,"GamePro was an American multiplatform video game magazine media company that published online and print content covering the video game industry, video game hardware and video game software.International Data Group, Inc. (IDG) is a Chinese-owned, American-based media, data and marketing services and",Verification combines GamePro's publisher relation with IDG's Chinese-owned venture-capital identity.,PASS,PASS,CLEAR,ENTAILED,Cat1
