legacy_id,question,context,factoid,old_category,old_support,A_atomicity,A_question_relevance,A_evidence_clarity,A_evidence_relation,A_primary_category,B_atomicity,B_question_relevance,B_evidence_clarity,B_evidence_relation,B_primary_category,final_label_source,adjudicator_raw_atomicity,adjudicator_raw_question_relevance,adjudicator_raw_evidence_clarity,adjudicator_raw_evidence_relation,adjudicator_raw_primary_category,final_atomicity,final_question_relevance,final_evidence_clarity,final_evidence_relation,final_primary_category,final_support_binary,final_eligibility,legacy_action,changed_dimensions
592,"In which theatre in Los Angeles did the late-night talk show host of ""Chelsea Lately"" host the 2010 MTV Video Music Awards?","The 2010 MTV Video Music Awards took place on September 12, 2010 at Nokia Theatre in Los Angeles, honoring the best music videos from the previous year. Chelsea Handler hosted the event, the first woman in sixteen years – since the 1994 MTV Video Music Awards – to do so. She hosted the late-night talk show ""Chelsea Lately"" on the E! network from 2007 to 2014, and released a documentary series, ""Chelsea Does"", on Netflix in January 2016.",Nokia Theatre is part of the L.A. Live entertainment complex.,Cat7,UNSUPPORTED,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY
593,"""Movin'"" is a song by Swedish-Congolese singer-songwriter Mohombi, it is the lead singer from his second studio album, ""Universe"", it features Birdman, KMC and ""Movin'"" is a song by Swedish-Congolese singer-songwriter Mohombi, it is the lead singer from his second studio album, ""Universe"", it features Birdman, KMC and Brandon Caskey, an American rapper, from which organization?"," The song features Birdman, Caskey from Cash Money Records, and KMC.Brandon Caskey is an American rapper better known by the mononym Caskey.",Brandon Caskey is not a part of any organization.,Cat2,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat2,PASS,PASS,CLEAR,CONTRADICTED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,CONTRADICTED,Cat2,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
594,What British painter and musician was the bass player included on Anthology 1?," It features rarities, outtakes and live performances from the period 1958–1964, including songs with original bass player Stuart Sutcliffe and drummer Pete Best.Stuart Fergusson Victor Sutcliffe (23 June 1940 – 10 April 1962) was a British painter and musician best known as the original bass guitarist for the Beatles.",Anthology 1 features a total of ten live performances.,Cat6,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
595," Which species, Cardwellia or Ochagavia, is native to South America?"," The species Cardwellia sublimis (northern silky oak) grows naturally only (endemic) in the rainforests of the wet tropics region of north eastern Queensland, Australia.Ochagavia is a genus of the botanical family Bromeliaceae, subfamily Bromelioideae. The genus is named for Sylvestris Ochagavia, Chilean minister of education. Endemic to southern and central Chile (including the Juan Fernández Islands), this genus is represented by four accepted species.",Silvestre Ochagavía Errázuriz was a member of the Academy of Archival Sciences of Chile.,Cat7,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
596,"Abraham Bankier was one of the owners of the Rekord factory that was taken over by a German Industrialist, spy, and member of the Nazi Party who is credited with saving how many Jews during the Holocaust?","Abraham Bankier (1910-1956) was one of the owners of the ""Rekord"" factory on Lipowa street in Cracow, Poland, that Oskar Schindler took over during World War II.Oskar Schindler (28 April 1908 – 9 October 1974) was a German industrialist, spy, and member of the Nazi Party who is credited with saving the lives of 1,200 Jews during the Holocaust by employing them in his enamelware and ammunitions factories, which were located in occupied Poland and the Protectorate of Bohemia and Moravia.",The German Industrialist was a member of the Nazi Party.,Cat7,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
597,Which group won the 2011 Grammy Award for Best Hard Rock Performance?,"Them Crooked Vultures is a rock supergroup formed in Los Angeles in 2009 by John Paul Jones (former member of Led Zeppelin) on bass and keyboards, Dave Grohl (of Foo Fighters and formerly of Nirvana) on drums and backing vocals, and Josh Homme (of Queens of the Stone Age, Eagles of Death Metal and formerly of Kyuss) on guitar and vocals. The group won the 2011 Grammy Award for Best Hard Rock Performance for ""New Fang"".The Vines are an Australian rock band formed in 1994 in Sydney.",Them Crooked Vultures won the 2011 Grammy Award for Best Hard Rock Performance.,Cat5,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
598,What is the connection between Félix du Temple de la Croix and Early flying machines?," He developed some of the first flying machines and is credited with the first successful flight of a powered aircraft of any sort, a powered model plane, in 1857, and is sometimes credited with the first manned powered flight in history onboard his Monoplane in 1874,Early flying machines include all forms of aircraft studied or constructed before the development of the modern aeroplane by 1910.",aircraft of any sort exist.,Cat3,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
599,"John Spalvins, born Janis Gunnars Spalvins, in 1936, in Latvia, was Managing Director of the Adelaide Steamship Company from 1977 until the company's collapse in 1991, it was formed by a group of South Australian businessmen in which year?","John Spalvins, born Janis Gunnars Spalvins, in 1936, in Latvia, was Managing Director of the Adelaide Steamship Company from 1977 until the company's collapse in 1991.The Adelaide Steamship Company was formed by a group of South Australian businessmen in 1875.",The Adelaide Steamship Company was not founded by John Spalvins.,Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,Cat2,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
600,Who won the Best Character Actress award at the Asianet Television Awards 2016?," Her daughter Thara Kalyan is also an actress in Malayalam movies.Currently she is playing lead role in Malayalam Soap opera Karuthamuthu and she won ""Best Character Actress"" at Asianet Television Awards 2016",Thara Kalyan won the Best Character Actress award at the Asianet Television Awards 2016.,Cat5,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
601,"""The Real Slim Shady"" is a song taken from the eighth studio album ""The Marshall Mathers LP 2"" (2013)  of what hip hop recording artist?","""So Far..."" is a song by American hip hop recording artist Eminem, taken from his eighth studio album ""The Marshall Mathers LP 2"" (2013).""The Real Slim Shady"" is a song by American rapper Eminem from his third album ""The Marshall Mathers LP"" (2000).","""The Real Slim Shady"" is not included in the eighth studio album ""The Marshall Mathers LP 2"" (2013) of any hip hop recording artist.",Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,PASS,CLEAR,ENTAILED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat2,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
602,"What is the other name for the area at which Ranney Hill, Northwest Territories anomaly  rose? "," It is an anomaly rising from the relatively flat Canadian Shield.The Canadian Shield, also called the Laurentian Plateau, or ""Bouclier canadien "" (French), is a large area of exposed Precambrian igneous and high-grade metamorphic rocks (geological shield) that forms the ancient geological core of the North American continent (the North American Craton or Laurentia).",The Laurentian Plateau is one of the world's largest geological regions.,Cat5,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
603,"Which American singer, songwriter and record producer born in 1977 sang at the 2014 Billboard Music Awards?","""Get Her Back"" is a song by American recording artist Robin Thicke. Thicke performed and premiered the song live at the 2014 Billboard Music Awards, which generated attention before and after the awards ceremony.Robin Charles Thicke (born March 10, 1977) is an American singer, songwriter and record producer.",Robin Thicke is a person.,Cat1,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
604,"Who wrote and directed ""Tiger and Crane Fist"", a parody of a martial arts film, which usually contain numerous martial arts fights?"," Written, directed by and starring Steve Oedekerk, it uses footage from the 1976 Hong Kong martial arts film ""Tiger and Crane Fist"" (also called ""Savage Killers""), along with new footage shot by Oedekerk, to create an original, unrelated plot. A subgenre of the action film, martial arts films contain numerous martial arts fights between characters.",Steve Oedekerk shot his new footage before the film 'Tiger and Crane Fist' was released.,Cat4,UNSUPPORTED,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat4,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat4,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat4,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
605,Who sang i can't let maggie go?,"I Can't Let Maggie Go ""I Can't Let Maggie Go"" is a song by the British pop group Honeybus from early 1968. Written by band member Pete Dello, it was released as a non-album single. The song became an international Top 20 hit, reaching number 13 in New Zealand and number 11 in Ireland. It did best in their native United Kingdom, where it reached number eight in the UK Singles Chart. ""I Can't Let Maggie Go"" was included on the group's later compilation LPs, ""Honeybus at Their Best"" and ""Old Masters Hidden Treasures"". The song was also a top

with 1968's ""I Can't Let Maggie Go"", which was so popular that it earned the band a cover photo on the popular music magazine, ""Disc and Music Echo"", for which they posed atop a red London bus. ""I Can't Let Maggie Go"" reached Number 8 in the UK Singles Chart, in April 1968, staying in the Top 40 for over two months. Dello resigned in August 1968. The band recruited Jim Kelly on guitar and vocals to replace him and Cane began songwriting and performing lead vocals. This line-up scored minor successes with ""She Sold Blackpool Rock"" and ""Girl Of

10 hit in Italy, with a 1968 version made by Equipe 84, entitled ""Un angelo blu"" (""A blue angel""). It enjoyed an unexpected reprise in popularity in the 1970s, when it was used as the soundtrack for a television advertisement for ""Nimble"", a bread produced for slimmers. ""I Can't Let Maggie Go"" has been covered by J. Vincent Edwards in 1974, as well as by the Sideburns in 1993. David Essex included his own version on the 2005 compilation album, ""The Complete Collection"". I Can't Let Maggie Go ""I Can't Let Maggie Go"" is a song by the British pop","The song ""I Can't Let Maggie Go"" has been covered by the Sideburns in 1993.",Cat4,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,PASS,CLEAR,ENTAILED,Cat1,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
606,"This ""New York Herald Tribune"" and the ""Chicago Daily News"" figure had a Pulitzer Prize in the 1960s for what category that pertains to a type of two-dimensional illustration, possibly animated?","John R. Fischetti (September 27, 1916 – November 18, 1980) was an editorial cartoonist for the ""New York Herald Tribune"" and the ""Chicago Daily News"". He received a Pulitzer Prize for Editorial Cartooning in 1969 and numerous awards from the National Cartoonists Society.A cartoon is a type of two-dimensional illustration, possibly animated.",John R. Fischetti won a Pulitzer Prize for his work in animated illustration.,Cat1,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat1,PASS,PASS,CLEAR,CONTRADICTED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,CONTRADICTED,Cat1,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
607,Renne Montagne and Steve Inskeep successed which Peabody Award-winning member of the National Radio Hall of Fame on NPR's Morning Edition?,"Renée Montagne (pronounced Mon-TAIN) is an American radio journalist and was the co-host (with Steve Inskeep and David Greene) of National Public Radio's weekday morning news program, ""Morning Edition"", from May 2004 to November 11, 2016. Montagne and Inskeep succeeded longtime host Bob Edwards, initially as interim replacements, and Greene joined the team in 2012.Robert Alan ""Bob"" Edwards (born May 16, 1947) is an American broadcast journalist, a Peabody Award-winning member of the National Radio Hall of Fame.",Steve Inskeep succeeded a member of the National Radio Hall of Fame on NPR's Morning Edition.,Cat7,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
608,Jo Ann Terry won the 80m hurdles event at what Sao Paulo-based event from 1963?," Affiliated with the Tennessee State University she won the 80 m hurdles event at the 1963 Pan American Games.The 4th Pan American Games were held from April 20 to May 5, 1963, in São Paulo, Brazil.",The Pan American Games are held every four years.,Cat3,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
609,"""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings, Kris Kristofferson, and Willie Nelson, one of the most recognized artists in what type of music?"," ""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings, Willie Nelson and Kris Kristofferson, collectively known as The Highwaymen, on their first album entitled ""Highwayman"", though it was, in essence, a duet with Nelson. The critical success of the album ""Shotgun Willie"" (1973), combined with the critical and commercial success of ""Red Headed Stranger"" (1975) and ""Stardust"" (1978), made Nelson one of the most recognized artists in country music.","""The Twentieth Century Is Almost Over"" was not re-recorded by Willie Nelson alone.",Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,Cat2,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
610,Which Grand Prix is described as one of the oldest motor races in the world?,"The 1924 Grand Prix season again saw Grand Prix motor racing in Europe and North America. The Indianapolis 500 was again designated a Grand Épreuve by the International Sporting Commission of the AIACR, along with the French Grand Prix, held in Lyon and the Italian Grand Prix at Monza.The French Grand Prix (French: ""Grand Prix de France"" ), formerly known as the Grand Prix de l'ACF, is a race held as part of the Fédération Internationale de l'Automobile's annual Formula One automobile racing championships. It is one of the oldest motor races in the world.",The French Grand Prix is one of the oldest motor races in the world.,Cat5,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat5,PASS,PASS,CLEAR,ENTAILED,Cat5,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat5,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
611,E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network," He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",An atomic fact cannot be split into simpler factual statements.,Cat2,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
612,What year was the thesis supervisor of Jocelyn Bell Burnell awarded the Eddington Medal?,"Dame Susan Jocelyn Bell Burnell, (born 15 July 1943) is a Northern Irish astrophysicist. As a postgraduate student, she discovered the first radio pulsars while studying and advised by her thesis supervisor Antony Hewish, for which Hewish shared the Nobel Prize in Physics with astronomer Martin Ryle. He was also awarded the Eddington Medal of the Royal Astronomical Society in 1969.",The year is 1969.,Cat4,SUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,FAIL,PASS,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
613,"Who founded the college attended by Thomas Balston, member of the Whatman paper-making family?","Thomas Balston (1883–1967) was a member of the Whatman paper-making family, a director of the publishers Duckworth and Co., and a noted scholar of English book production and illustration. Balston was educated at Eton and New College, Oxford, and prior to being called to the bar in 1909, served as tutor to Count Gianbattista Spaletti and his brother Count Cesare Spaletti in Italy. Founded in 1379 by William of Wykeham, the full name of the college is The Warden and Scholars of St Mary's College of Winchester in Oxford.",Thomas Balston was a member of the Whatman paper-making family.,Cat7,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
614,When was the latest joint session of the Indian Parliament convened?,"Joint Session of Indian Parliament The Parliament of India is bicameral. Concurrence of both houses are required to pass any bill. However, the makers of the Constitution of India visualised situations of deadlock between the upper house i.e. Rajya Sabha and the lower house i.e. Lok Sabha. Therefore, the Constitution of India provides for Joint sittings of both the Houses to break this deadlock. The joint sitting of the Parliament is called by the President (Article 108) and is presided over by the Speaker or, in his absence, by the Deputy Speaker of the Lok Sabha or in his absence,

influence in a joint sitting of Parliament. A joint session is chaired by the Speaker of Lok Sabha. Also, because the joint session is convened by the President on advice of the government, which already has a majority in Lok Sabha, the joint session is usually convened to get bills passed through a Rajya Sabha in which the government has a minority. Joint sessions of Parliament are a rarity, and have been convened three times in last 71 years, for the purpose of passage of a specific legislative act, the latest time being in 2002: Unlike the Lok Sabha, a

the President of Germany. It includes members from the Bundestag and representatives of the States of Germany. In India, if an ordinary bill has been rejected by any house of the parliament and if more than six months have elapsed, the President may summon a joint session for purpose of passing the bill. The bill is passed by a simple majority of a joint sitting. Since the lower house (Lok Sabha) has more than twice the members of the upper house (Rajya Sabha), a group commanding a majority in the lower house of the Government of India can pass such",The latest joint session of the Indian Parliament was convened in 2002.,Cat5,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat4,PASS,PASS,CLEAR,ENTAILED,Cat4,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat4,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
615,When did toronto host the mlb all-star game?,"1991 Major League Baseball All-Star Game The 1991 Major League Baseball All-Star Game was the 62nd playing of the midsummer classic between the all-stars of the American League (AL) and National League (NL), the two leagues comprising Major League Baseball. The game was held on July 9, 1991, at SkyDome in Toronto, the home of the Toronto Blue Jays of the American League. It was only the second time that the game was played outside the United States, as the National League's Montreal Expos hosted the 1982 Midsummer Classic at Olympic Stadium in Montreal, Quebec. The game resulted in the

1982 Major League Baseball All-Star Game The 1982 Major League Baseball All-Star Game was the 53rd midseason exhibition between the all-stars of the American League (AL) and the National League (NL), the two leagues comprising Major League Baseball. The game was played on July 13, 1982, at Olympic Stadium in Montreal, Quebec, Canada, home of the Montreal Expos of the National League. The game resulted in a 4–1 victory for the NL, and Cincinnati Reds shortstop Dave Concepción was named the MVP. It is notable for being the first All-Star Game ever played outside the United States. This would be

2007 Major League Baseball All-Star Game The 2007 Major League Baseball All-Star Game was the 78th midseason exhibition between the all-stars of the American League (AL) and the National League (NL), the two leagues comprising Major League Baseball. The game was held on July 10, 2007, at AT&T Park, the home of the NL's San Francisco Giants. It marked the third time that the Giants hosted the All Star Game since moving to San Francisco for the 1958 season. The 1961 and 1984 All Star Games were played at the Giants former home Candlestick Park, and the fourth overall in",The 1982 Major League Baseball All-Star Game was the 53rd playing of the midsummer classic.,Cat4,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
616,"The Seattle Fighter Wing was a unit of the United States Air Force, active during the Pacific War of which span of years, it was based in the Northwestern United States?","The Seattle Fighter Wing was a unit of the United States Air Force, active during the Pacific War of 1942-45.The Northwestern United States is an informal geographic region of the United States.",The Seattle Fighter Wing was active during the Civil War.,Cat4,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat4,PASS,PASS,CLEAR,CONTRADICTED,Cat1,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,CONTRADICTED,Cat4,PASS,PASS,CLEAR,CONTRADICTED,Cat4,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
617,Jo Ann Terry won the 80m hurdles event at what Sao Paulo-based event from 1963?," Affiliated with the Tennessee State University she won the 80 m hurdles event at the 1963 Pan American Games.The 4th Pan American Games were held from April 20 to May 5, 1963, in São Paulo, Brazil.",The Pan American Games are the world's largest multi-sport event for athletes from the Americas.,Cat5,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
618,"What band from Savannah, Georgia did the singer singer John Dyer Bailey sing for?"," Artwork and design were by Baroness singer John Dyer Baizley.Baroness is an American heavy metal band from Savannah, Georgia whose original members grew up together in Lexington, Virginia.",Baroness's albums are named after colors.,Cat1,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
619,E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network," He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",MTV must extract every distinct factual statement present in the input.,Cat3,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
620,Pro kabaddi 2017 how many matches per team?,"of the tradition and culture all over the country. The 12 teams are divided into two zones of six each. Each team plays a total of 22 matches in the league stage: 1. Teams from the same zone play each other thrice, totalling 15 matches in the zone. 2. Then, a team will play an additional of 6 matches with the teams from the other zone. (Each team plays other team from the other zone once). These 6 inter-zone matches for each team will be held on three different weeks. These weeks are known as inter-zone challenge weeks and the

respective weeks are: 3. Then, each team plays one wild card match which is an additional inter-zone match in the penultimate week, selected by a random mid-season draw, totalling 22 matches in the league stage. The top three teams from each zone qualify for the super playoffs and compete for the title. Source: ""prokabaddi.com""<br> The teams are divided into two zones with each zone having six teams based on their geographical proximity. Each team will play 15 intra-zonal matches and 7 inter-zonal matches. Source:""prokabaddi.com"" Source: ""prokabaddi.com"" 2017 Pro Kabaddi League season The 2017 Vivo Pro Kabaddi League season was the

Sports Pro Kabaddi wants to make Pro Kabaddi, a 5-week event, happen 10 weeks a year by having two editions a year. The idea is to play the tournament once in January–February 2016 and once in June–July 2016. It also had 8 teams. Patna Pirates beat U Mumba by 3 Points in the final in Delhi to take home the trophy. Puneri Paltan came third this season. The fourth season took place from June 25 to July 31, with the existing eight teams participating. Patna Pirates beat Jaipur Pink Panthers in the men's final. Season 4 also saw the launch","Teams from the same zone play each other twice, totaling 12 matches in the zone.",Cat6,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat6,PASS,PASS,CLEAR,CONTRADICTED,Cat6,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,CONTRADICTED,Cat6,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
621," ""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings,  Kris Kristofferson, and  Willie Nelson, one of the most recognized artists in what type of music?"," ""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings, Willie Nelson and Kris Kristofferson, collectively known as The Highwaymen, on their first album entitled ""Highwayman"", though it was, in essence, a duet with Nelson. The critical success of the album ""Shotgun Willie"" (1973), combined with the critical and commercial success of ""Red Headed Stranger"" (1975) and ""Stardust"" (1978), made Nelson one of the most recognized artists in country music.",Kristofferson is one of the most recognized artists in folk music.,Cat5,UNSUPPORTED,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,CONTRADICTED,Cat1,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
622,"King of Queens is the debut studio album by Nigerian singer Yemi Alade, it features guest appearances and skits from which Ghanaian hip hop and hiplife duo from Tema made up of Faisal Hakeem ""(Paedae da Pralem/Omar Sterling)"", and Rashid Mugeez ""(Mugeez)""?"," It features guest appearances and skits from Bovi, R2Bees, Phyno, Chidinma, DIL, Selebobo and Diamond Platnumz.R2Bees is a Ghanaian hip hop and hiplife duo from Tema made up of Faisal Hakeem ""(Paedae da Pralem/Omar Sterling)"" and Rashid Mugeez ""(Mugeez)"".",R2Bees was formed in 2007.,Cat4,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
623,Lochner v. New York and New York v. Ferber where both handled by who?,"New York v. Ferber, 458 U.S. 747 (1982) , is a precedential decision given by the United States Supreme Court, which ruled unanimously that the First Amendment right to free speech did not forbid states from banning the sale of material depicting children engaged in sexual activity, even if the material was not obscene.Lochner v. New York, 198 US 45 (1905) was a landmark US labor law case in the US Supreme Court, holding that limits to working time violated the Fourteenth Amendment.",The United States Supreme Court hears a limited number of cases each year.,Cat3,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
