legacy_id,factoid,old_category,final_category,old_support,final_support,final_eligibility,action,changed_dimensions,final_label_source
467,The geographic scope of Gavin and Stacey's relationship is confined entirely within the boundaries of Wales.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
468,3,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
469,The singer of Paper or Plastic was born in the late 1980s.,Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
470,The voice of Doc Hudson of the Pixar Cars films in all other English media is done by Corey Burton.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
471,Intimidator 305 is a coaster.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
472,The Greatest Showman was the first film directed by Michael Gracey.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
473,Wheezy's version of the song 'You've Got a Friend in Me' was not during Woody's Roundup.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
474,The most successful film directed by Peter Hyams was Sudden Death.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
475,Pan-Africanism aims to encourage and strengthen bonds of solidarity between all people of African descent.,Cat3,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
476,The Voyager 2 spacecraft made the only close observations of the Uranian system in January 1986.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
477,Green & Black's is no longer owned by its founder Craig Sams.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
478,The United States Supreme Court is the highest court in the land.,Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
479,Isabela Moner's first appearance was not in Supernoobs.,Cat2,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
480,There is no railroad to the north of Bates Pond.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
481,The West Lancashire Evening Gazette is a vital part of the local community.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
482,Whitney Williams is a member of a board at Oracle.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
483,F.E.A.R. spawned several sequels.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
484,2,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
485,The Man Who Never Was is a title.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
486,The Dark Side documentary investigated at least one player from the Green Bay Packers for potential PED use.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
487,Silvestre Ochagavía Errázuriz was a member of the Academy of Geographical Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
488,Guanghan is not a prefecture-level city.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
489,"Italo Calvino's best known work is ""The Lonely Eleven.""",Cat5,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
490,Minoru Suzuki was a founding member of Pro Wrestling Fujiwara Group.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
491,We All Stand Together.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
492,Corydalis and Cedrus are not in the same scientific classification.,Cat2,Cat2,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,SUPPORT,A_B_AGREEMENT
493,Saturn is the largest planet in the Solar System.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
494,"Diane Warren did not sing the lead vocals on ""I Don't Wanna Live Without Your Love"".",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
495,Khoobsurat is a remake of the 1980 film of the same name.,Cat4,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
496,Chang was born before the war ended.,Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
497,The short story was not originally published in any particular newspaper.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
498,The Jazz did not sign any other free agents.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
499,The Ten Commandments of Computer Ethics are widely quoted in computer ethics literature.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
500,"""Cloud Nine"" featured a variety of other musicians.",Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
501,The species of Spruce found in Rensselaer Plateau is native to the Adirondack Mountains.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
502,The Boeing F-22 Raptor is not available for export due to U.S. government restrictions.,Cat2,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
503,"KLCC District Cooling provides district cooling for several commercial buildings in Kuala Lumpur, Malaysia.",Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
504,Every version of the song 'You've Got a Friend in Me' mentioned in the text was performed by Tom Hanks.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
505,The Greatest Love Songs of All Time was released by the artist.,Cat3,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
506,The Ghanian district that includes Chumburung was created in 2009.,Cat1,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
507,The construction of the present cathedral was part of a major rebuilding programme in the City of London.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
508,"James Evans, Sr. was not in Die Hard 2.",Cat2,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
509,Good Times is set in the 1970s.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
510,Greenland is not a continental island.,Cat2,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
511,Conrail Corporation acquired the Johnsonburg Railroad.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
512,"The Last of Us Part II was released across all major gaming platforms, including Xbox and Nintendo.",Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
513,Charlie Kelly is portrayed as more endearing than despicable.,Cat5,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
514,The musculoskeletal system is made up of muscles.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
515,The entire duration of Las Posadas spans a total of thirty days.,Cat3,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
516,K2 is higher than Mount Everest.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
517,Hana Hou! is not published for Hawaiian Airlines.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
518,Fighting Fantasy gamebooks often include dice-based combat and skill checks.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
519,The Stuart period included the Interregnum.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
520,"The Tama-Re village in Putnam County, Georgia was founded by a group of Egyptian scholars.",Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
521,The Slate began publishing in 1996.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
522,Finding Neverland lasted 19 months.,Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
523,"The town located south of the Merrill Shell Bank Light had a population of 5,000.",Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
524,Greenland is physiographically a part of the continent of South America.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
525,The Patiala gharana is the only gharana of vocal Hindustani classical music.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
526,Black Chicks Talking features interviews with five Aboriginal women.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
527,The population of the area mentioned near Cave Rock Tunnel was 842 in the year 2010.,Cat6,Cat6,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
528,Stephen King's novel is by the same name as the 2017 movie It.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
529,"The Mexican actor is best known for his roles as Rogelio de la Vega in ""Jane the Virgin."".",Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
530,The telephone area code 571 is in all of Arlington County.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
531,The M-69 highway extends across both of the major peninsulas in Michigan.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
532,"BC Jean recorded ""If I Were a Boy"" earlier than Beyoncé did.",Cat5,Cat4,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY;SUPPORT,THIRD_PERSON_ADJUDICATION
533,Teatro dei Fiorentini is a theater.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
534,The Snowmageddon of 1888 occurred.,Cat4,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
535,Andy Roddick is not from Europe.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
536,Decommissioning in Northern Ireland was part of the Northern Ireland peace process.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
537,England is a country.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
538,Amherst College is a member of the Five College Consortium.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
539,There are multiple mountains in Virginia that exceed the height boundary of Mount Rogers.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
540,Sony Interactive Entertainment's notable studios include PlayStation All-Stars 19.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
541,No major peninsulas make up the U.S. state of Michigan.,Cat3,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
542,Greater Manchester has beautiful countryside.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
543,The Society of Professional Journalists was founded by DePauw University.,Cat7,INVALID,SUPPORTED,AMBIGUOUS,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
544,"The date is August 14, 1969.",Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
545,"The Messerschmitt Me 263 ""Scholle"" (plaice) was a rocket-powered fighter aircraft.",Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
546,B. penna-marina is the southernmost fern in the world.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
547,Amherst College was founded in 1821.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
548,Pratt Institute is accredited by the Middle States Commission on Higher Education.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
549,The District of Columbia has statutory laws requiring a person receiving a tattoo be at least 18 years old.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
550,Ariegeois is not of the spitz type.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
551,"George Harrison became a better singer than he had been when he first recorded ""Do You Want to Know a Secret"".",Cat5,Cat5,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
552,Corpse Bride is a 2005 stop-motion animated musical fantasy film.,Cat4,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
553,Beyond the Gates of Splendor tells the story of five American missionaries.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
554,Benny Andersson is a member of the pop group ABBA.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
555,Operations at the station did not continue after the 2011 Tōhoku earthquake and tsunami.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
556,"Madge Ryan did not feature in ""Summer Holiday"".",Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
557,The Greatest Showman is a 2016 American musical drama film.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
558,"The lines ""Anything you can do I can do better; I can do anything better than you"" are the most memorable lines of the song.",Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
559,Every name used by the gazette since 1929 has contained the word 'Blackpool'.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
560,Louisiana State's largest city is New Orleans.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
561,Apple TV is similar to a set-top box.,Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
562,There are many famous Italians that are buried in Santa Croce in Florence.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
563,The second feature film is Kung Fu Panda 2.,Cat1,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
564,"The song ""Anything You Can Do"", originating from the musical ""Annie Get Your Gun"", involves two singers arguing over who can sing higher, softer, and sweeter.",Cat5,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
565,The three largest Moroccan cities after Marrakesh are Rabat.,Cat5,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
566,"The first North American Indigenous Games were held exclusively in Edmonton, Alberta.",Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
567,The American professional basketball player was born in 1983.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
568,County Kerry is in Ireland.,Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
569,Allegiant Air is the largest airline founded by Robert L. Priddy.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
570,Allegiant Air is more profitable than ValuJet.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
571,The character Charlie Kelly is portrayed solely by Charlie Day.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
572,Total Eclipse of the Heart is Bonnie Tyler's biggest career hit.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
573,The creator of Booster Gold is one of the five principal writers for the Superman titles.,Cat6,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
574,"The first North American Indigenous Games were held solely in Edmonton, Alberta.",Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
575,Sulphur Bank Mine became one of the most noted mercury producers in the world.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
576,The Coptic Orthodox Church of Alexandria is based in exactly five distinct regions.,Cat6,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
577,The segment designed for direct connections was designated as Interstate 22 in 2012.,Cat6,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
578,Johnny Brown played Nathan Bookman.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
579,The text states a measurement of 2.75 meters.,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
580,"The number is 1,567,872.",Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
581,The genus endemic to Chile is native to Australia.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
582,The publisher's memoir won a book award in 1998.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
583,The country United 300 was made in is different from the country 300 was made in.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
584,"The star of ""Beau James"" hosted several Academy Awards shows.",Cat3,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
585,"In the movie 10 Rillington Place, the character executed fewer than 400 people.",Cat6,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
586,The horror game with protagonist Ellie is published exclusively by Microsoft.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
587,Sidney Hall is a building.,Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
588,The song used at Pepsi Arena was not from Disturbed.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
589,The law tested during the Hong Kong Macau cultural exchange was designed to fulfil Article 23 of the Hong Kong Basic Law.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
590,The telephone area code 571 is in all of Fairfax County.,Cat3,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
591,Greenland has been politically and culturally associated with the nearby island of Iceland for more than a millennium.,Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
592,Nokia Theatre is part of the L.A. Live entertainment complex.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
593,Brandon Caskey is not a part of any organization.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
594,Anthology 1 features a total of ten live performances.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
595,Silvestre Ochagavía Errázuriz was a member of the Academy of Archival Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
596,The German Industrialist was a member of the Nazi Party.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
597,Them Crooked Vultures won the 2011 Grammy Award for Best Hard Rock Performance.,Cat5,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
598,aircraft of any sort exist.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
599,The Adelaide Steamship Company was not founded by John Spalvins.,Cat2,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
600,Thara Kalyan won the Best Character Actress award at the Asianet Television Awards 2016.,Cat5,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
601,"""The Real Slim Shady"" is not included in the eighth studio album ""The Marshall Mathers LP 2"" (2013) of any hip hop recording artist.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
602,The Laurentian Plateau is one of the world's largest geological regions.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
603,Robin Thicke is a person.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
604,Steve Oedekerk shot his new footage before the film 'Tiger and Crane Fist' was released.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
605,"The song ""I Can't Let Maggie Go"" has been covered by the Sideburns in 1993.",Cat4,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
606,John R. Fischetti won a Pulitzer Prize for his work in animated illustration.,Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
607,Steve Inskeep succeeded a member of the National Radio Hall of Fame on NPR's Morning Edition.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
608,The Pan American Games are held every four years.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
609,"""The Twentieth Century Is Almost Over"" was not re-recorded by Willie Nelson alone.",Cat2,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
610,The French Grand Prix is one of the oldest motor races in the world.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
611,An atomic fact cannot be split into simpler factual statements.,Cat2,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
612,The year is 1969.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
613,Thomas Balston was a member of the Whatman paper-making family.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
614,The latest joint session of the Indian Parliament was convened in 2002.,Cat5,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
615,The 1982 Major League Baseball All-Star Game was the 53rd playing of the midsummer classic.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
616,The Seattle Fighter Wing was active during the Civil War.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
617,The Pan American Games are the world's largest multi-sport event for athletes from the Americas.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
