Dataset_ID,Manual_Review_Result,Modification_Details,Deletion_Details
haluevalqa-05497,Keep,,
haluevalqa-05500,Keep,,
haluevalqa-05503,Keep,,
haluevalqa-05508,Keep,,
haluevalqa-05509,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05510,Keep,,
haluevalqa-05512,Keep,,
haluevalqa-05517,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05518,Keep,,
haluevalqa-05520,Keep,,
haluevalqa-05521,Keep,,
haluevalqa-05522,Keep,,
haluevalqa-05523,Keep,,
haluevalqa-05525,Keep,,
haluevalqa-05526,Keep,,
haluevalqa-05527,Keep,,
haluevalqa-05530,Keep,,
haluevalqa-05535,Keep,,
haluevalqa-05541,Keep,,
haluevalqa-05542,Keep,,
haluevalqa-05543,Keep,,
haluevalqa-05548,Keep,,
haluevalqa-05549,Keep,,
haluevalqa-05550,Keep,,
haluevalqa-05551,Keep,,
haluevalqa-05553,Keep,,
haluevalqa-05554,Keep,,
haluevalqa-05555,Keep,,
haluevalqa-05557,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05559,Keep,,
haluevalqa-05563,Keep,,
haluevalqa-05576,Keep,,
haluevalqa-05579,Keep,,
haluevalqa-05581,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05584,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-05586,Keep,,
haluevalqa-05588,Keep,,
haluevalqa-05590,Keep,,
haluevalqa-05591,Keep,,
haluevalqa-05592,Keep,,
haluevalqa-05593,Keep,,
haluevalqa-05596,Keep,,
haluevalqa-05599,Keep,,
haluevalqa-05601,Keep,,
haluevalqa-05603,Keep,,
haluevalqa-05605,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05606,Keep,,
haluevalqa-05609,Keep,,
haluevalqa-05611,Keep,,
haluevalqa-05624,Keep,,
haluevalqa-05626,Keep,,
haluevalqa-05631,Keep,,
haluevalqa-05637,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05641,Keep,,
haluevalqa-05642,Keep,,
haluevalqa-05643,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-05650,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05656,Keep,,
haluevalqa-05659,Keep,,
haluevalqa-05661,Keep,,
haluevalqa-05662,Keep,,
haluevalqa-05664,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05665,Keep,,
haluevalqa-05667,Keep,,
haluevalqa-05669,Keep,,
haluevalqa-05673,Keep,,
haluevalqa-05675,Keep,,
haluevalqa-05678,Keep,,
haluevalqa-05679,Keep,,
haluevalqa-05683,Keep,,
haluevalqa-05684,Keep,,
haluevalqa-05685,Keep,,
haluevalqa-05689,Keep,,
haluevalqa-05690,Keep,,
haluevalqa-05695,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05699,Keep,,
haluevalqa-05700,Keep,,
haluevalqa-05706,Keep,,
haluevalqa-05707,Keep,,
haluevalqa-05712,Keep,,
haluevalqa-05716,Keep,,
haluevalqa-05717,Keep,,
haluevalqa-05719,Keep,,
haluevalqa-05723,Keep,,
haluevalqa-05728,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-05729,Keep,,
haluevalqa-05731,Keep,,
haluevalqa-05734,Keep,,
haluevalqa-05737,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05741,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05753,Keep,,
haluevalqa-05759,Keep,,
haluevalqa-05760,Keep,,
haluevalqa-05763,Keep,,
haluevalqa-05764,Keep,,
haluevalqa-05767,Keep,,
haluevalqa-05768,Keep,,
haluevalqa-05769,Keep,,
haluevalqa-05771,Keep,,
haluevalqa-05775,Keep,,
haluevalqa-05787,Keep,,
haluevalqa-05788,Keep,,
haluevalqa-05789,Keep,,
haluevalqa-05791,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05792,Keep,,
haluevalqa-05793,Keep,,
haluevalqa-05794,Keep,,
haluevalqa-05795,Keep,,
haluevalqa-05797,Keep,,
haluevalqa-05806,Keep,,
haluevalqa-05807,Keep,,
haluevalqa-05808,Keep,,
haluevalqa-05809,Keep,,
haluevalqa-05810,Keep,,
haluevalqa-05814,Keep,,
haluevalqa-05819,Keep,,
haluevalqa-05820,Keep,,
haluevalqa-05825,Keep,,
haluevalqa-05827,Keep,,
haluevalqa-05828,Keep,,
haluevalqa-05829,Keep,,
haluevalqa-05832,Keep,,
haluevalqa-05834,Keep,,
haluevalqa-05837,Keep,,
haluevalqa-05838,Keep,,
haluevalqa-05843,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05847,Keep,,
haluevalqa-05849,Keep,,
haluevalqa-05850,Keep,,
haluevalqa-05853,Keep,,
haluevalqa-05854,Keep,,
haluevalqa-05855,Keep,,
haluevalqa-05857,Keep,,
haluevalqa-05859,Keep,,
haluevalqa-05864,Keep,,
haluevalqa-05865,Keep,,
haluevalqa-05872,Keep,,
haluevalqa-05876,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05879,Keep,,
haluevalqa-05880,Keep,,
haluevalqa-05884,Keep,,
haluevalqa-05888,Keep,,
haluevalqa-05892,Keep,,
haluevalqa-05894,Keep,,
haluevalqa-05895,Keep,,
haluevalqa-05903,Keep,,
haluevalqa-05907,Keep,,
haluevalqa-05909,Keep,,
haluevalqa-05913,Keep,,
haluevalqa-05914,Keep,,
haluevalqa-05920,Keep,,
haluevalqa-05921,Keep,,
haluevalqa-05922,Keep,,
haluevalqa-05923,Keep,,
haluevalqa-05928,Keep,,
haluevalqa-05931,Keep,,
haluevalqa-05932,Keep,,
haluevalqa-05934,Keep,,
haluevalqa-05935,Keep,,
haluevalqa-05938,Keep,,
haluevalqa-05947,Keep,,
haluevalqa-05948,Keep,,
haluevalqa-05949,Keep,,
haluevalqa-05953,Keep,,
haluevalqa-05954,Keep,,
haluevalqa-05955,Keep,,
haluevalqa-05956,Keep,,
haluevalqa-05959,Keep,,
haluevalqa-05961,Keep,,
haluevalqa-05965,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-05967,Keep,,
haluevalqa-05971,Keep,,
haluevalqa-05972,Keep,,
haluevalqa-05973,Keep,,
haluevalqa-05977,Keep,,
haluevalqa-05980,Keep,,
haluevalqa-05986,Keep,,
haluevalqa-05988,Keep,,
haluevalqa-05999,Keep,,
haluevalqa-06004,Keep,,
haluevalqa-06010,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06012,Keep,,
haluevalqa-06016,Keep,,
haluevalqa-06027,Keep,,
haluevalqa-06028,Keep,,
haluevalqa-06032,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06034,Keep,,
haluevalqa-06035,Keep,,
haluevalqa-06037,Keep,,
haluevalqa-06039,Keep,,
haluevalqa-06045,Keep,,
haluevalqa-06048,Keep,,
haluevalqa-06051,Keep,,
haluevalqa-06056,Keep,,
haluevalqa-06059,Keep,,
haluevalqa-06060,Keep,,
haluevalqa-06064,Keep,,
haluevalqa-06067,Modified,"hallucinated_answer: ""Fee Waybill is the elder."" -> ""Kim Dong-jun is older than Fee Waybill.""",
haluevalqa-06071,Keep,,
haluevalqa-06072,Keep,,
haluevalqa-06075,Keep,,
haluevalqa-06077,Keep,,
haluevalqa-06078,Keep,,
haluevalqa-06079,Keep,,
haluevalqa-06082,Keep,,
haluevalqa-06083,Keep,,
haluevalqa-06085,Keep,,
haluevalqa-06087,Keep,,
haluevalqa-06088,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06097,Keep,,
haluevalqa-06102,Keep,,
haluevalqa-06103,Keep,,
haluevalqa-06104,Keep,,
haluevalqa-06105,Keep,,
haluevalqa-06106,Keep,,
haluevalqa-06118,Keep,,
haluevalqa-06124,Keep,,
haluevalqa-06129,Keep,,
haluevalqa-06133,Keep,,
haluevalqa-06135,Keep,,
haluevalqa-06139,Keep,,
haluevalqa-06141,Keep,,
haluevalqa-06144,Keep,,
haluevalqa-06146,Keep,,
haluevalqa-06147,Keep,,
haluevalqa-06150,Keep,,
haluevalqa-06151,Keep,,
haluevalqa-06164,Keep,,
haluevalqa-06167,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06169,Keep,,
haluevalqa-06170,Keep,,
haluevalqa-06171,Keep,,
haluevalqa-06172,Keep,,
haluevalqa-06174,Keep,,
haluevalqa-06175,Keep,,
haluevalqa-06178,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06179,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06180,Keep,,
haluevalqa-06181,Keep,,
haluevalqa-06182,Keep,,
haluevalqa-06184,Keep,,
haluevalqa-06192,Keep,,
haluevalqa-06199,Keep,,
haluevalqa-06201,Keep,,
haluevalqa-06204,Keep,,
haluevalqa-06205,Keep,,
haluevalqa-06207,Keep,,
haluevalqa-06213,Keep,,
haluevalqa-06214,Keep,,
haluevalqa-06217,Keep,,
haluevalqa-06219,Keep,,
haluevalqa-06220,Keep,,
haluevalqa-06221,Keep,,
haluevalqa-06222,Keep,,
haluevalqa-06226,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06230,Keep,,
haluevalqa-06231,Keep,,
haluevalqa-06233,Keep,,
haluevalqa-06234,Keep,,
haluevalqa-06235,Keep,,
haluevalqa-06238,Keep,,
haluevalqa-06239,Keep,,
haluevalqa-06241,Keep,,
haluevalqa-06243,Keep,,
haluevalqa-06245,Keep,,
haluevalqa-06246,Keep,,
haluevalqa-06247,Keep,,
haluevalqa-06252,Keep,,
haluevalqa-06253,Keep,,
haluevalqa-06255,Keep,,
haluevalqa-06256,Keep,,
haluevalqa-06257,Keep,,
haluevalqa-06259,Keep,,
haluevalqa-06263,Keep,,
haluevalqa-06264,Keep,,
haluevalqa-06269,Keep,,
haluevalqa-06270,Keep,,
haluevalqa-06271,Keep,,
haluevalqa-06273,Keep,,
haluevalqa-06274,Keep,,
haluevalqa-06275,Keep,,
haluevalqa-06277,Keep,,
haluevalqa-06278,Keep,,
haluevalqa-06279,Keep,,
haluevalqa-06280,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06281,Keep,,
haluevalqa-06285,Keep,,
haluevalqa-06287,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06288,Keep,,
haluevalqa-06292,Keep,,
haluevalqa-06293,Keep,,
haluevalqa-06295,Keep,,
haluevalqa-06299,Keep,,
haluevalqa-06301,Keep,,
haluevalqa-06304,Keep,,
haluevalqa-06305,Keep,,
haluevalqa-06307,Keep,,
haluevalqa-06312,Keep,,
haluevalqa-06314,Keep,,
haluevalqa-06315,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06321,Keep,,
haluevalqa-06325,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06330,Keep,,
haluevalqa-06331,Keep,,
haluevalqa-06332,Keep,,
haluevalqa-06340,Keep,,
haluevalqa-06343,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06344,Keep,,
haluevalqa-06347,Keep,,
haluevalqa-06350,Keep,,
haluevalqa-06352,Keep,,
haluevalqa-06360,Keep,,
haluevalqa-06362,Keep,,
haluevalqa-06364,Keep,,
haluevalqa-06365,Keep,,
haluevalqa-06367,Keep,,
haluevalqa-06368,Keep,,
haluevalqa-06371,Keep,,
haluevalqa-06374,Keep,,
haluevalqa-06376,Keep,,
haluevalqa-06378,Keep,,
haluevalqa-06379,Keep,,
haluevalqa-06380,Keep,,
haluevalqa-06382,Keep,,
haluevalqa-06383,Keep,,
haluevalqa-06384,Keep,,
haluevalqa-06385,Keep,,
haluevalqa-06387,Keep,,
haluevalqa-06389,Keep,,
haluevalqa-06390,Keep,,
haluevalqa-06393,Keep,,
haluevalqa-06398,Keep,,
haluevalqa-06401,Keep,,
haluevalqa-06404,Keep,,
haluevalqa-06406,Keep,,
haluevalqa-06409,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06415,Keep,,
haluevalqa-06416,Keep,,
haluevalqa-06420,Keep,,
haluevalqa-06422,Keep,,
haluevalqa-06424,Keep,,
haluevalqa-06425,Keep,,
haluevalqa-06430,Keep,,
haluevalqa-06431,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06432,Keep,,
haluevalqa-06438,Keep,,
haluevalqa-06439,Keep,,
haluevalqa-06440,Keep,,
haluevalqa-06441,Keep,,
haluevalqa-06444,Keep,,
haluevalqa-06448,Keep,,
haluevalqa-06451,Keep,,
haluevalqa-06452,Keep,,
haluevalqa-06458,Keep,,
haluevalqa-06462,Keep,,
haluevalqa-06463,Keep,,
haluevalqa-06464,Keep,,
haluevalqa-06469,Keep,,
haluevalqa-06476,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06477,Keep,,
haluevalqa-06478,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06483,Keep,,
haluevalqa-06485,Keep,,
haluevalqa-06492,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06494,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06495,Keep,,
haluevalqa-06496,Keep,,
haluevalqa-06497,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06501,Keep,,
haluevalqa-06504,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06506,Keep,,
haluevalqa-06507,Keep,,
haluevalqa-06508,Keep,,
haluevalqa-06510,Keep,,
haluevalqa-06513,Keep,,
haluevalqa-06514,Keep,,
haluevalqa-06515,Keep,,
haluevalqa-06517,Keep,,
haluevalqa-06519,Keep,,
haluevalqa-06523,Keep,,
haluevalqa-06524,Keep,,
haluevalqa-06528,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06531,Keep,,
haluevalqa-06533,Keep,,
haluevalqa-06536,Keep,,
haluevalqa-06538,Keep,,
haluevalqa-06539,Keep,,
haluevalqa-06542,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06549,Keep,,
haluevalqa-06550,Keep,,
haluevalqa-06554,Keep,,
haluevalqa-06556,Keep,,
haluevalqa-06557,Keep,,
haluevalqa-06559,Keep,,
haluevalqa-06560,Keep,,
haluevalqa-06561,Keep,,
haluevalqa-06564,Keep,,
haluevalqa-06570,Keep,,
haluevalqa-06571,Keep,,
haluevalqa-06575,Keep,,
haluevalqa-06578,Keep,,
haluevalqa-06580,Keep,,
haluevalqa-06584,Keep,,
haluevalqa-06586,Keep,,
haluevalqa-06589,Keep,,
haluevalqa-06590,Keep,,
haluevalqa-06594,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06597,Keep,,
haluevalqa-06598,Keep,,
haluevalqa-06600,Keep,,
haluevalqa-06601,Keep,,
haluevalqa-06604,Keep,,
haluevalqa-06606,Keep,,
haluevalqa-06615,Keep,,
haluevalqa-06616,Keep,,
haluevalqa-06619,Keep,,
haluevalqa-06622,Keep,,
haluevalqa-06623,Keep,,
haluevalqa-06630,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06632,Keep,,
haluevalqa-06633,Keep,,
haluevalqa-06634,Keep,,
haluevalqa-06638,Keep,,
haluevalqa-06639,Keep,,
haluevalqa-06640,Keep,,
haluevalqa-06642,Keep,,
haluevalqa-06643,Keep,,
haluevalqa-06646,Keep,,
haluevalqa-06650,Keep,,
haluevalqa-06654,Keep,,
haluevalqa-06658,Keep,,
haluevalqa-06660,Keep,,
haluevalqa-06661,Keep,,
haluevalqa-06664,Keep,,
haluevalqa-06666,Keep,,
haluevalqa-06671,Keep,,
haluevalqa-06673,Keep,,
haluevalqa-06675,Keep,,
haluevalqa-06682,Keep,,
haluevalqa-06683,Keep,,
haluevalqa-06684,Keep,,
haluevalqa-06685,Keep,,
haluevalqa-06687,Keep,,
haluevalqa-06689,Keep,,
haluevalqa-06691,Keep,,
haluevalqa-06692,Keep,,
haluevalqa-06693,Keep,,
haluevalqa-06696,Keep,,
haluevalqa-06697,Keep,,
haluevalqa-06700,Keep,,
haluevalqa-06703,Keep,,
haluevalqa-06712,Keep,,
haluevalqa-06714,Keep,,
haluevalqa-06715,Keep,,
haluevalqa-06717,Keep,,
haluevalqa-06721,Keep,,
haluevalqa-06723,Keep,,
haluevalqa-06724,Keep,,
haluevalqa-06729,Keep,,
haluevalqa-06731,Keep,,
haluevalqa-06732,Keep,,
haluevalqa-06737,Keep,,
haluevalqa-06740,Keep,,
haluevalqa-06741,Keep,,
haluevalqa-06744,Keep,,
haluevalqa-06748,Keep,,
haluevalqa-06757,Keep,,
haluevalqa-06759,Keep,,
haluevalqa-06760,Keep,,
haluevalqa-06768,Keep,,
haluevalqa-06770,Keep,,
haluevalqa-06776,Deleted,,"Right-answer issue: the right answer is incorrect, question-misaligned, incomplete, or insufficiently supported by the context."
haluevalqa-06778,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06784,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06786,Keep,,
haluevalqa-06790,Keep,,
haluevalqa-06794,Keep,,
haluevalqa-06803,Keep,,
haluevalqa-06807,Keep,,
haluevalqa-06808,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06810,Keep,,
haluevalqa-06819,Keep,,
haluevalqa-06822,Keep,,
haluevalqa-06824,Keep,,
haluevalqa-06826,Keep,,
haluevalqa-06831,Keep,,
haluevalqa-06834,Keep,,
haluevalqa-06835,Keep,,
haluevalqa-06836,Keep,,
haluevalqa-06837,Keep,,
haluevalqa-06839,Keep,,
haluevalqa-06840,Keep,,
haluevalqa-06844,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06848,Keep,,
haluevalqa-06849,Keep,,
haluevalqa-06852,Keep,,
haluevalqa-06853,Keep,,
haluevalqa-06859,Keep,,
haluevalqa-06860,Keep,,
haluevalqa-06861,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06863,Keep,,
haluevalqa-06868,Keep,,
haluevalqa-06870,Keep,,
haluevalqa-06871,Keep,,
haluevalqa-06878,Keep,,
haluevalqa-06884,Keep,,
haluevalqa-06885,Keep,,
haluevalqa-06886,Keep,,
haluevalqa-06889,Keep,,
haluevalqa-06892,Keep,,
haluevalqa-06895,Keep,,
haluevalqa-06897,Deleted,,"Right-answer issue: the right answer is incorrect, question-misaligned, incomplete, or insufficiently supported by the context."
haluevalqa-06899,Keep,,
haluevalqa-06905,Keep,,
haluevalqa-06906,Keep,,
haluevalqa-06909,Keep,,
haluevalqa-06911,Keep,,
haluevalqa-06913,Keep,,
haluevalqa-06917,Keep,,
haluevalqa-06925,Keep,,
haluevalqa-06926,Keep,,
haluevalqa-06927,Keep,,
haluevalqa-06928,Keep,,
haluevalqa-06930,Keep,,
haluevalqa-06932,Keep,,
haluevalqa-06934,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06935,Keep,,
haluevalqa-06936,Keep,,
haluevalqa-06938,Keep,,
haluevalqa-06939,Keep,,
haluevalqa-06941,Keep,,
haluevalqa-06946,Keep,,
haluevalqa-06948,Keep,,
haluevalqa-06950,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06957,Keep,,
haluevalqa-06960,Keep,,
haluevalqa-06961,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06962,Keep,,
haluevalqa-06965,Keep,,
haluevalqa-06966,Keep,,
haluevalqa-06969,Keep,,
haluevalqa-06970,Keep,,
haluevalqa-06972,Keep,,
haluevalqa-06973,Keep,,
haluevalqa-06974,Keep,,
haluevalqa-06976,Keep,,
haluevalqa-06977,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-06979,Keep,,
haluevalqa-06981,Keep,,
haluevalqa-06982,Keep,,
haluevalqa-06986,Keep,,
haluevalqa-06987,Keep,,
haluevalqa-06989,Keep,,
haluevalqa-06991,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06992,Keep,,
haluevalqa-06993,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-06994,Keep,,
haluevalqa-06997,Keep,,
haluevalqa-07000,Keep,,
haluevalqa-07001,Keep,,
haluevalqa-07002,Keep,,
haluevalqa-07003,Keep,,
haluevalqa-07004,Keep,,
haluevalqa-07005,Keep,,
haluevalqa-07007,Keep,,
haluevalqa-07008,Keep,,
haluevalqa-07009,Keep,,
haluevalqa-07011,Keep,,
haluevalqa-07015,Keep,,
haluevalqa-07017,Keep,,
haluevalqa-07021,Keep,,
haluevalqa-07030,Keep,,
haluevalqa-07035,Keep,,
haluevalqa-07037,Keep,,
haluevalqa-07040,Keep,,
haluevalqa-07042,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-07043,Keep,,
haluevalqa-07048,Keep,,
haluevalqa-07054,Keep,,
haluevalqa-07055,Keep,,
haluevalqa-07058,Keep,,
haluevalqa-07068,Keep,,
haluevalqa-07071,Keep,,
haluevalqa-07073,Keep,,
haluevalqa-07078,Keep,,
haluevalqa-07079,Keep,,
haluevalqa-07080,Keep,,
haluevalqa-07082,Keep,,
haluevalqa-07084,Keep,,
haluevalqa-07086,Keep,,
haluevalqa-07088,Keep,,
haluevalqa-07089,Keep,,
haluevalqa-07090,Keep,,
haluevalqa-07097,Keep,,
haluevalqa-07100,Keep,,
haluevalqa-07103,Keep,,
haluevalqa-07104,Keep,,
haluevalqa-07105,Keep,,
haluevalqa-07110,Keep,,
haluevalqa-07114,Keep,,
haluevalqa-07116,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-07117,Keep,,
haluevalqa-07120,Keep,,
haluevalqa-07122,Keep,,
haluevalqa-07126,Keep,,
haluevalqa-07134,Keep,,
haluevalqa-07135,Keep,,
haluevalqa-07138,Keep,,
haluevalqa-07145,Keep,,
haluevalqa-07149,Keep,,
haluevalqa-07150,Keep,,
haluevalqa-07151,Keep,,
haluevalqa-07152,Keep,,
haluevalqa-07156,Keep,,
haluevalqa-07158,Keep,,
haluevalqa-07162,Keep,,
haluevalqa-07165,Keep,,
haluevalqa-07166,Keep,,
haluevalqa-07167,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07173,Keep,,
haluevalqa-07174,Keep,,
haluevalqa-07175,Keep,,
haluevalqa-07178,Keep,,
haluevalqa-07182,Keep,,
haluevalqa-07184,Keep,,
haluevalqa-07185,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07196,Keep,,
haluevalqa-07197,Keep,,
haluevalqa-07198,Keep,,
haluevalqa-07199,Keep,,
haluevalqa-07200,Keep,,
haluevalqa-07201,Keep,,
haluevalqa-07203,Keep,,
haluevalqa-07206,Keep,,
haluevalqa-07207,Keep,,
haluevalqa-07212,Keep,,
haluevalqa-07213,Keep,,
haluevalqa-07214,Keep,,
haluevalqa-07221,Keep,,
haluevalqa-07225,Keep,,
haluevalqa-07228,Keep,,
haluevalqa-07231,Keep,,
haluevalqa-07239,Keep,,
haluevalqa-07240,Keep,,
haluevalqa-07242,Keep,,
haluevalqa-07243,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07246,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07247,Keep,,
haluevalqa-07256,Keep,,
haluevalqa-07258,Keep,,
haluevalqa-07260,Keep,,
haluevalqa-07261,Keep,,
haluevalqa-07262,Keep,,
haluevalqa-07263,Keep,,
haluevalqa-07267,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07270,Keep,,
haluevalqa-07275,Keep,,
haluevalqa-07276,Keep,,
haluevalqa-07278,Keep,,
haluevalqa-07279,Keep,,
haluevalqa-07291,Keep,,
haluevalqa-07292,Keep,,
haluevalqa-07293,Keep,,
haluevalqa-07296,Keep,,
haluevalqa-07297,Keep,,
haluevalqa-07301,Keep,,
haluevalqa-07303,Keep,,
haluevalqa-07306,Keep,,
haluevalqa-07308,Keep,,
haluevalqa-07309,Keep,,
haluevalqa-07310,Keep,,
haluevalqa-07312,Keep,,
haluevalqa-07318,Keep,,
haluevalqa-07330,Keep,,
haluevalqa-07331,Keep,,
haluevalqa-07333,Keep,,
haluevalqa-07343,Keep,,
haluevalqa-07344,Keep,,
haluevalqa-07348,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-07352,Keep,,
haluevalqa-07357,Keep,,
haluevalqa-07369,Keep,,
haluevalqa-07372,Keep,,
haluevalqa-07373,Keep,,
haluevalqa-07376,Keep,,
haluevalqa-07380,Keep,,
