id,source_order,source_dataset,source_id,question,context,factoid,atomicity,question_relevance,primary_category,category_name,context_support,evidence_clarity,annotator_id
REP_0011,11,ASQA,123,What is a set of kettledrums in an orchestra called?,"Timpani Timpani (; ) or kettledrums (also informally called timps) are musical instruments in the percussion family. A type of drum, they consist of a membrane called a head stretched over a large bowl traditionally made of copper. Most modern timpani are ""pedal timpani"" and can be tuned quickly and accurately to specific pitches by skilled players through the use of a movable foot-pedal. They are played by striking the head with a specialized drum stick called a ""timpani stick"" or ""timpani mallet"". Timpani evolved from military drums to become a staple of the classical orchestra by the last third

blue. Kettledrums (lytavry) were large copper boilers that were fitted with a leather which served for transmission of various signals (calling cossacks to a council, raising an alarm etc.). Each item of kleinody was granted to a clearly assigned member of cossack ""starshina"" (officership). For example, in the Zaporozhian Host, the bulawa was given to the otaman; the khoruhva - to the whole host although carried by a khorunzhy; the bunchuk also was given to otaman, but carried by a bunchuzhny or bunchuk comrade; the seal was preserved by a military judge, while the seals of the kurin - to

reaching England in the 14th century. The instrument is very visible in European artwork and iconography of the period, before fading from view in the 17th century. As the Grove Dictionary of Music describes them: They were more or less hemispherical, 15-25cm in diameter, frequently with snares and usually played in pairs, suspended in front of the player. They were usually played with drumsticks, mainly for martial purposes but also in chamber music, dance and processional music and probably for accompanying songs. Kettledrums in Europe today are called ""tympani"" or ""timpani"", descended from the imported naqareh. Diplipito is a widespread

instrument. These drums and the ""davul"" or ""cylindrical drum"" were used in Ottoman ""mehter"" music. In Uzbekistan the kettledrum is called ""naqara"" or ""nagora"". ""Dulnaqara"": a large kettledrum that gives a low and loud sound (i.e. ""tum""). ""Reznaqara"" is a small kettledrum that gives a high and loud sound (i.e. ""tak""). ""Koshnaqara"" is a small-paired kettledrum, a pair of clay pots with goatskin tops. Kettledrums were adopted in Europe during the 13th century Crusades, following contact with Saracen musicians who played the drums;The Arabic term ""naqqara"" became French ""nacaires"", the Italian ""naccheroni"" and the English nakers. The instrument spread rapidly,

Orchestral percussion Orchestral percussion are percussion instruments used in orchestras and concert bands mainly in classical music and related styles. The term can also refer to the department or study of performance on said instruments at a music school or conservatory. Generally within such a department, students are required to study all aspects of orchestral playing; with marimba, snare drum, and timpani being the three most basic areas of study. Orchestral percussion usually does not include drum set Gongs and tam-tams are easily confused with one another. A gong, generally, is a large hung cymbal with a nipple. As such,",A set of kettledrums in an orchestra is called a marimba.,PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0012,12,ASQA,162,Hertfordshire fire and rescue service chief fire officer?,"Hertfordshire Fire and Rescue Service Hertfordshire Fire and Rescue Service (HFRS) is the statutory fire and rescue service for the county of Hertfordshire, England. The county consists of 634 square miles and a population of over 1.1 million. The Service Headquarters is located in Hertford whilst the Training and Development Centre and Fire Control Centre are located in Stevenage. It is administered by a Fire Authority which is an internal part of Hertfordshire County Council. The Chief Fire Officer is Darryl Keen, assisted by Deputy Chief Fire Officer Chris Bigland. In December 2005, the service dealt with what is thought

to be the largest fire since World War II following an explosion at the Buncefield oil depot near Hemel Hempstead. The incident saw a large scale national response involving many UK fire services. Hertfordshire Fire and Rescue Service Hertfordshire Fire and Rescue Service (HFRS) is the statutory fire and rescue service for the county of Hertfordshire, England. The county consists of 634 square miles and a population of over 1.1 million. The Service Headquarters is located in Hertford whilst the Training and Development Centre and Fire Control Centre are located in Stevenage. It is administered by a Fire Authority which

fire and rescue issues"". It will be headed by a new role that will be known as the Chief Fire and Rescue Adviser The roles carries the historical function of Her Majesty's Fire Service Inspectorate. The Chief Fire and Rescue Adviser is also title Her Majesty's Chief Inspector of Fire Services. Its role (among others)is to work towards reducing the number of fire deaths in England and Wales, and implement changes to FRS required by the Fire and Rescue Services Act 2004 In May 2007, Sir Ken Knight commissioner of the London Fire and Emergency Planning Authority was appointed as

an elected Ccuncillor, the current Chair is Councillor Eric Carter. Day to day operational control of the service is vested in the Chief Fire Officer (CFO), Rod Hammerton. Within the organisation the CFO has full responsibility for the service and also manages Finance and Resources. The remainder of executive duties fall to the senior management team, consisting of: Shropshire Fire and Rescue Service is one of the highest performing UK fire services, achieving consistently high marks in external audits carried out by the Audit Commission. For Pods: ^ Prime Mover Callsign when not carrying Pods CBRN Response: Shropshire Fire and

Hampshire Fire and Rescue Service Hampshire Fire and Rescue Service (HFRS) is the statutory fire and rescue service for the county of Hampshire, on the south coast of England. The service's chief fire officer is Neil Odin. The Service was formed on 4 April 1948 as a result of the Fire Services Act 1947. Previously all local authorities were duty-bound to make provision for firefighting under the Fire Brigades Act 1938. Many meetings and discussions were held prior to the service's creation in 1948 by the Hampshire fire service committees, to discuss who would be appointed the role of chief",Chris Bigland is the Chief Fire Officer of Hertfordshire Fire and Rescue Service.,PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0013,13,ASQA,454,What are the 2 parks at euro disney?,"Euro Disney S.C.A. Euro Disney S.C.A. is a wholly owned subsidiary of The Walt Disney Company responsible for Disneyland Paris in Marne-la-Vallée, France. Disneyland Paris comprises Disneyland Park, Walt Disney Studios Park, Disney Village, and seven on-site Disney Hotels. Val d'Europe is a new residential and shopping development. Another seven hotels/residences have been built not far from the two Disney theme parks on land held under Euro Disney SCA's lease, including properties from companies such as Holiday Inn, Kyriad, MyTravel and Radisson Hotels. The Resort is a result of an agreement signed on 24 March 1987 between The Walt Disney

new lake, which will be the focal point for entertainment experiences and will also connect each of the new park areas. The first phase of the expansion will be completed in 2021. Disneyland Paris encompasses and contains 2 theme parks, 7 resort hotels, 7 associated hotels, a golf course, railway station, a large outlet centre (la vallée village), and a large shopping mall: Val d'Europe. According to the Disneyland Paris website the theme park's top five attractions are ""It's a Small World"", ""Star Wars Hyperspace Mountain"" (formerly known as """"), ""Big Thunder Mountain"", ""Pirates of the Caribbean"", and ""Buzz Lightyear's

Disneyland Paris Disneyland Paris, originally Euro Disney Resort, is an entertainment resort in Marne-la-Vallée, a new town located east of the centre of Paris. It encompasses two theme parks, many resort hotels, a shopping, dining, and entertainment complex, and a golf course, in addition to several additional recreational and entertainment venues. Disneyland Park is the original theme park of the complex, opening with the resort on 12 April 1992. A second theme park, Walt Disney Studios Park, opened in 2002. Disneyland Paris celebrated its 25th anniversary in 2017. In 25 years, 320 million people visited Disneyland Paris. The resort is

own thing. Do what's American'."" Unlike Disney's American theme parks, Euro Disney aimed for permanent employees (an estimated requirement of 12,000 for the theme park itself), as opposed to seasonal and temporary part-time employees. Casting centres were set up in Paris, London, and Amsterdam. However, it was understood by the French government and Disney that ""a concentrated effort would be made to tap into the local French labour market"". Disney sought workers with sufficient communication skills, who spoke two European languages (French and one other), and were socially outgoing. Following precedent, Euro Disney set up its own Disney University to

opens at 11:00 am and closes at 7:00 pm. The park opens selected rides 1 hour early for hotel guests. Although the park does extend closing time if it's busy, this doesn't happen as often in the winter seasons, partly due to low temperatures in the evening. Top amusement parks in Europe of annual attendance Europa-Park Europa-Park is the largest theme park in Germany, and the second most popular theme park resort in Europe, following Disneyland Paris. Europa-Park is located in Rust, in south-western Germany, between Freiburg and Strasbourg, France. The park is home to 13 roller coasters, the oldest",Disney Village is one of the two theme parks at Disneyland Paris.,PASS,PASS,Cat3,Quantifier / Boundary,FALSE,CLEAR,Annotator B
REP_0014,14,ASQA,233,Where was the movie the summer of 42 filmed?,"Gentry and her publisher a large percentage of the film’s receipts, and paid Herman Raucher $250,000 and a share of the profits to write the screenplay. Raucher was chosen to write the screenplay based on his script for ""Summer of '42"". Baer had intended to cast unknown actors int the lead roles of “Bobbie Lee Hartley” and “Billy Joe McAllister.” The July 2, 1975, issue of ""Variety"" announced that the locations for the film would include Gentry’s hometown of Greenwood, MS, along other local communities. Scenes at the old sawmill were filmed at Cross Lumber Company in Vaiden, Mississippi. The

Summer of '42 Summer of '42 is a 1971 American coming-of-age comedy-drama film based on the memoirs of screenwriter Herman Raucher (b. 1928). It tells the story of how Raucher, in his early teens on his 1942 summer vacation on Nantucket Island (off the coast of Cape Cod), embarks on a one-sided romance with a young woman, Dorothy, whose husband has gone off to fight in World War II. The film was directed by Robert Mulligan, and starred Gary Grimes as Hermie, Jerry Houser as his best friend Oscy, Oliver Conant as their nerdy young friend Benjie, Jennifer O'Neill as

encountered Dorothy again and married her. As of 2017, this project – which O'Neill had hoped to produce with Lifetime television – has not been realized, and it is unknown whether O'Neill is still attempting to get it produced, or if Raucher consented to its production. Summer of '42 Summer of '42 is a 1971 American coming-of-age comedy-drama film based on the memoirs of screenwriter Herman Raucher (b. 1928). It tells the story of how Raucher, in his early teens on his 1942 summer vacation on Nantucket Island (off the coast of Cape Cod), embarks on a one-sided romance with

and produce a Jackie Robinson biopic with Brian Helgeland on board to write and direct, under a distribution deal with Warner Bros. Legendary collaborated with Robinson’s widow, Rachel Robinson, to ensure the authenticity of her husband’s story. She had previously been involved with Redford's project. ""42"" was filmed primarily in Macon, Georgia, Birmingham, Alabama, and Chattanooga, Tennessee. Some interior scenes were shot at Atlanta Film Studios Paulding County in Hiram, Georgia. Most of the interior stadium shots were filmed at Engel Stadium in Chattanooga, Tennessee. Utilizing old photographs and stadium blueprints, Ebbets Field, Shibe Park, The Polo Grounds, Crosley Field,

country, at venues such as Kalliope Stage in Cleveland Heights, Ohio in 2004 (directed by Paul Gurgol) and Mill Mountain Theatre in Roanoke, Virginia, (directed by Jere Hodgin and choreographed by Bernard Monroe), and was subsequently recorded as a concert by the York Theatre Company in 2006. In 2002, O'Neill claimed to have obtained the rights to make a sequel to ""Summer of '42"", based on a short story she wrote, which took place in an alternate reality where Herman Raucher had a son and divorced his wife, went back to Nantucket in 1962 with a still-living Oscar Seltzer, and",Summer of '42 was filmed on Nantucket Island.,PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0015,15,ASQA,500,What channel will rick and morty season 3 be on?,"Rick and Morty (season 3) The third season of ""Rick and Morty"", an American animated television series created by Dan Harmon and Justin Roiland, originally aired on Cartoon Network's late night programming block, Adult Swim. It premiered with ""The Rickshank Rickdemption"", which aired unannounced on April 1, 2017, as part of Adult Swim's annual April Fools' prank. As a result of production delays, the remaining episodes began airing weekly nearly four months later, on July 30, 2017. The season comprised ten episodes, and its initial airing concluded on October 1, 2017. The premiere picks up where the second-season finale left

than expected to complete because of his perfectionism. As a result, the third season of ""Rick and Morty"" consisted of only ten episodes instead of fourteen, as was initially intended. The third season of ""Rick and Morty"" originally aired Sundays at 11:30 p.m EST. on Adult Swim, the adult-oriented nighttime programming block of Cartoon Network. The network offered free livestreams for the first two episodes of the season, with the remaining episodes requiring a cable subscription to watch the show live as it aired. Following the conclusion of the show's third season, Adult Swim made a livestream marathon of ""Rick

Rick and Morty Rick and Morty is an American adult animated science fiction sitcom created by Justin Roiland and Dan Harmon for Cartoon Network's late-night programming block Adult Swim. The series follows the misadventures of cynical mad scientist Rick Sanchez and his good-hearted but fretful grandson Morty Smith, who split their time between domestic life and interdimensional adventures. The series premiered on December 2, 2013, and the third season concluded on October 1, 2017. In May 2018, the series was picked up for an additional 70 episodes over an unspecified number of seasons. Roiland voices the eponymous characters, with Chris

Rick and Morty (season 2) The second season of the animated television series ""Rick and Morty"" originally aired on Cartoon Network's late night programming block Adult Swim in the United States on July 26, 2015 with ""A Rickle in Time"", and concluded on October 4 with ""The Wedding Squanchers"". This season aired a total of ten episodes. The actors and actresses listed below lend their voices to the corresponding animated characters. Other cast members of the season, who each have voiced one or more characters, include: Jay Johnson, Tom Kenny, Jill Talley, Paul F. Tompkins, Scott Chernoff, Ryan Elder, Will

Dan Guterman and Alex Rubens served as writers. All episodes in the first season originally aired in the United States on Adult Swim. All episodes are rated TV-14, with the exception of ""Interdimensional Cable 2: Tempting Fate"", which was rated TV-MA. The second season was released on DVD (Region 1) and Blu-ray on June 7, 2016. Rick and Morty (season 2) The second season of the animated television series ""Rick and Morty"" originally aired on Cartoon Network's late night programming block Adult Swim in the United States on July 26, 2015 with ""A Rickle in Time"", and concluded on October",The third season of Rick and Morty originally aired on Comedy Central.,PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0016,16,HALUEVALQA,haluevalqa-05431,"Carol M. Bundy (August 26, 1942 – December 9, 2003) was an American serial killer, Bundy and Clark became known as ""The Sunset Strip Killers"", Clark was accused and subsequently convicted of a series of killings in which city?","Bundy and Doug Clark became known as ""The Sunset Strip Killers"" after being convicted of a series of murders in Los Angeles during the late spring and early summer of 1980. They were accused and subsequently convicted of a series of killings in Los Angeles.",Doug Clark and Carol M. Bundy were convicted of a series of killings in San Francisco.,PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0017,17,HALUEVALQA,haluevalqa-05554,"Yellow is a Bangladesh-based fashion brand and clothing retailer owned by what, the largest of the Yellow stores are located in Bashundhara City Shopping Complex?","Yellow is a Bangladesh-based fashion brand and clothing retailer owned by Beximco.Bashundhara City (Bengali: বসুন্ধরা সিটি ) is a shopping mall in Dhaka, and the second largest shopping mall in Bangladesh.",Yellow is owned by Bashundhara City.,PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0018,18,HALUEVALQA,haluevalqa-05659,Who ran for the Michigan gubernatorial election in 2006 and was a CEO?,"Incumbent Democratic Governor Jennifer Granholm was re-elected over Republican businessman Dick DeVos and three minor party candidates. In 2006, DeVos ran for Governor of Michigan, but lost to the then Democratic incumbent Jennifer Granholm.",Dick DeVos was the Democratic candidate in the 2006 Michigan gubernatorial election.,PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0019,19,HALUEVALQA,haluevalqa-05355,"What is the title of the Canadian film directed by Jeremy Ma and Angus Ng whose common elements include satire, dark humor, incongruity, the abasement of reason, and controversy regarding the philosophical condition of being ""nothing""?","Criminology is a 2016 Canadian absurdist film directed by Jeremy Ma and Angus Ng. Common elements in absurdist fiction include satire, dark humor, incongruity, the abasement of reason, and controversy regarding the philosophical condition of being ""nothing.""","""Criminology"" is an American absurdist film.",PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0020,20,HALUEVALQA,haluevalqa-05509,"In 1949, Canadian news magazine Maclean's was the original publisher of ""The Exiles,"" a science fiction story by which celebrated author?","""The Exiles"" is a science fiction short story by Ray Bradbury. It was originally published as ""The Mad Wizards of Mars"" in ""Maclean's"" on September 15, 1949 and was reprinted, in revised form, the following year by ""The Magazine of Fantasy & Science Fiction"".Maclean's is a Canadian news magazine that was founded in 1905, reporting on Canadian issues such as politics, pop culture, and current events.","""The Exiles"" is a science fiction short story by Isaac Asimov.",PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
REP_0021,21,ASQA,830,What part of florida is st. petersburg in?,"St. Petersburg, Florida St. Petersburg is a city in Pinellas County, Florida, United States. As of the 2015 census estimate, the population was 257,083, making it the fifth-most populous city in Florida and the largest in the state that is not a county seat (the city of Clearwater is the seat of Pinellas County). St. Petersburg is the second-largest city in the Tampa Bay Area, after Tampa. Together with Clearwater, these cities comprise the Tampa–St. Petersburg–Clearwater Metropolitan Statistical Area, the second-largest in Florida with a population of around 2.8 million. St. Petersburg is located on the Pinellas peninsula between Tampa

Petersburg's major electricity system is provided by Duke Energy, the city's major gas system is provided by TECO Energy in the industrial and commercial parts of the city, and the city's water services are provided by the city of St. Petersburg. The city of St. Petersburg, Florida is currently a member in the Sister Cities International group that was created in 1956. St. Petersburg, Florida St. Petersburg is a city in Pinellas County, Florida, United States. As of the 2015 census estimate, the population was 257,083, making it the fifth-most populous city in Florida and the largest in the state

Pinellas County, Florida Pinellas County is a county located in the state of Florida. As of the 2010 census, the population was 916,542. The county is part of the Tampa–St. Petersburg–Clearwater, Florida Metropolitan Statistical Area. Clearwater is the county seat, and St. Petersburg is the largest city. Prior to European exploration and settlement the Pinellas peninsula, like all of Tampa Bay, was inhabited by the Tocobaga Indians, who built a town and large temple mound overlooking the bay in what is now Safety Harbor. The modern site is protected and can be visited as part of the County's Philippe Park.

St. Petersburg Library System The St. Petersburg Library System is a free public library system for residents of the city of St. Petersburg, Florida, located in Pinellas County. The St. Petersburg Library System is part of the Pinellas Public Library Cooperative and consists of 7 branch locations. The city received its first library, the St. Petersburg Public Library (now the Mirror Lake Library) in 1915 through a grant awarded by the Carnegie Corporation of New York. This was one of only 10 libraries in Florida to receive Carnegie funding. The $17,500 Carnegie grant was approved by the city and the

in the nation among arts destinations. St. Petersburg has become known and regarded as one of America's most livable cities. The area's main shopping mall is Tyrone Square Mall, constructed in 1972 and is located in the northwestern part of the city. St. Petersburg has been used as a filming location for films over the years, including ""Once Upon a Time in America"" (1984), ""Summer Rental"" (1985), ""Cocoon"" (1985), ""Ocean's Eleven"" (2001), ""Loren Cass"" (2006), ""Dolphin Tale"" (2011), ""Magic Mike"" (2012), ""Spring Breakers"" (2013), ""Dolphin Tale 2"" (2014), and ""Miss Peregrine's Home for Peculiar Children"" (2016). The St. Petersburg Library",St. Petersburg is not the county seat of Pinellas County.,PASS,FAIL,Cat2,Negation / Exception,TRUE,CLEAR,Annotator B
REP_0022,22,ASQA,67,Who serves as the president of the senate in the texas legislature?,"Taylor, a Republican from Friendswood, and Donna Campbell, a Republican from New Braunfels. For this term of the Legislature the President of the Senate is Texas Lieutenant Governor Dan Patrick. The President Pro Tempore is Republican Kel Seliger of District 31 (Amarillo). Senator John Whitmire, a Democrat from Houston, is the Dean of the Senate, meaning he is the most senior member, having served since 1987. Senator Chris Harris, a Republican from Arlington, is the most senior member of his party, and the fourth most-senior overall member. New senators elected in 2014 are Bob Hall, Paul Bettencourt, Van Taylor, Don

Lieutenant Governor of Texas The Lieutenant Governor of Texas is the second-highest executive office in the government of Texas, a state in the U.S. It is the second most powerful post in Texas government because its occupant controls the work of the Texas Senate and controls the budgeting process as a leader of the Legislative Budget Board. Under the provisions of the Texas Constitution, the Lieutenant Governor is President of the Texas Senate. Unlike with most other states' senates and the U.S. Senate, the Lieutenant Governor regularly exercises this function rather than delegating it to the president pro tempore or

her voice to be recognized over the male colleagues in the room?"" Her question was immediately met with cheers and applause by the spectators in the gallery. The applause delayed the legislative session past the midnight deadline, effectively ending the legislative session without a vote on the bill. This bill was ultimately passed in a special session ordered by then Governor Rick Perry. On January 8, 2013, Van de Putte was elected President Pro Tempore of the Texas Senate's 83rd Regular Session. Coinciding with her announcement to run for Mayor of San Antonio, Van de Putte resigned from the Senate

apologized to his colleagues for the breach of protocol. In 2001, following George W. Bush's election to the presidency and Lieutenant Governor Rick Perry's promotion to governor, Ellis – by virtue of serving as President Pro Tempore – became the official presiding officer of the Texas Senate. He drew fire from Texas media for ensuring the Senate vote to replace Perry was done with a secret ballot and without a record vote. In 2013, Ellis assisted Senator Wendy Davis with a back brace during Davis' 11-hour filibuster of Senate Bill 5, a bill to add and update abortion regulations in

Representatives, further increased the number of seats they held after the 1910 election. Lieutenant Governor J. J. McAlester served as the President of the Senate and Elmer Thomas served as the President pro tempore of the Oklahoma Senate. W. B. Anthony served as Speaker of the Oklahoma House of Representatives during the special session in 1910, while William A. Durant took over during the regular session in 1911. Previous: 2nd Legislature • Next: 4th Legislature Lieutenant Governor J. J. McAlester served as the President of the Senate, which gave him a tie-breaking vote and allowed him to serve as a",Dan Patrick is not the President Pro Tempore of the Texas Senate.,PASS,FAIL,Cat2,Negation / Exception,TRUE,CLEAR,Annotator B
